title,genres,weightedAverage
Jay and Silent Bob Strike Back,Adventure|Comedy,3.41
Grumpy Old Men,Comedy,3.41
"Rundown, The",Action|Adventure|Comedy,3.41
Legally Blonde,Comedy|Romance,3.41
Kate & Leopold,Comedy|Romance,3.41
To Die For,Comedy|Drama|Thriller,3.41
Gremlins 2: The New Batch,Comedy|Horror,3.4
"Muppets Take Manhattan, The",Children|Comedy|Musical,3.4
Antz,Adventure|Animation|Children|Comedy|Fantasy,3.4
"Girl Next Door, The",Comedy|Romance,3.4
Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy,3.4
Varsity Blues,Comedy|Drama,3.4
Music and Lyrics,Comedy|Romance,3.4
Loser,Comedy|Romance,3.4
"It's a Mad, Mad, Mad, Mad World",Action|Adventure|Comedy|Crime,3.4
Matilda,Children|Comedy|Fantasy,3.39
Wag the Dog,Comedy,3.39
Muriel's Wedding,Comedy,3.39
Night at the Museum,Action|Comedy|Fantasy|IMAX,3.39
"Addams Family, The",Children|Comedy|Fantasy,3.39
13 Going on 30,Comedy|Fantasy|Romance,3.38
American Wedding,Comedy,3.38
Freaky Friday,Children|Comedy|Fantasy,3.38
About Schmidt,Comedy|Drama,3.38
Waiting...,Comedy,3.38
Orgazmo,Comedy,3.38
Bad Boys,Action|Comedy|Crime|Drama|Thriller,3.37
Clueless,Comedy|Romance,3.37
What About Bob?,Comedy,3.37
Shanghai Knights,Action|Adventure|Comedy,3.37
Cocoon,Comedy|Sci-Fi,3.37
Marley & Me,Comedy|Drama,3.36
Baby Mama,Comedy,3.36
Scream,Comedy|Horror|Mystery|Thriller,3.36
Yellow Submarine,Adventure|Animation|Comedy|Fantasy|Musical,3.36
Lethal Weapon 2,Action|Comedy|Crime|Drama,3.36
Forget Paris,Comedy|Romance,3.36
"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,3.36
My Cousin Vinny,Comedy,3.36
That Thing You Do!,Comedy|Drama,3.36
Ruthless People,Comedy,3.36
Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy,3.36
Serendipity,Comedy|Romance,3.36
Blades of Glory,Comedy|Romance,3.35
"A-Team, The",Action|Comedy|Thriller,3.35
Grumpier Old Men,Comedy|Romance,3.35
Friends with Benefits,Comedy|Romance,3.35
Intolerable Cruelty,Comedy|Romance,3.35
Bob Roberts,Comedy,3.35
Big Daddy,Comedy,3.35
What Women Want,Comedy|Romance,3.35
"Three Musketeers, The",Action|Adventure|Comedy|Romance,3.34
EuroTrip,Adventure|Comedy,3.33
"Paper, The",Comedy|Drama,3.33
Bulworth,Comedy|Drama|Romance,3.33
Machete,Action|Adventure|Comedy|Crime|Thriller,3.33
Pretty in Pink,Comedy|Drama|Romance,3.33
Dead Men Don't Wear Plaid,Comedy|Crime|Thriller,3.33
Fools Rush In,Comedy|Drama|Romance,3.33
Hot Shots!,Action|Comedy|Romance|War,3.33
Meet the Fockers,Comedy,3.33
"Mummy Returns, The",Action|Adventure|Comedy|Thriller,3.33
"American Tail, An",Adventure|Animation|Children|Comedy,3.33
Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.32
Crocodile Dundee,Adventure|Comedy,3.32
Anger Management,Comedy,3.32
Working Girl,Comedy|Drama|Romance,3.32
"Waterboy, The",Comedy,3.32
"Santa Clause, The",Comedy|Drama|Fantasy,3.32
"Mask of Zorro, The",Action|Comedy|Romance,3.32
Grease,Comedy|Musical|Romance,3.32
American Pie 2,Comedy,3.31
Black Sheep,Comedy,3.31
Heaven Can Wait,Comedy,3.31
Johnny English,Action|Comedy|Thriller,3.31
"Very Brady Sequel, A",Comedy,3.3
My Girl,Comedy|Drama|Romance,3.3
Night at the Museum: Battle of the Smithsonian,Action|Comedy|IMAX,3.3
"Man with Two Brains, The",Comedy,3.3
Throw Momma from the Train,Comedy|Crime,3.3
You've Got Mail,Comedy|Romance,3.3
Shanghai Noon,Action|Adventure|Comedy|Western,3.3
Drop Dead Gorgeous,Comedy,3.3
"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,3.3
"'burbs, The",Comedy,3.29
BASEketball,Comedy,3.29
Mamma Mia!,Comedy|Musical|Romance,3.29
Along Came Polly,Comedy|Romance,3.29
Scrooged,Comedy|Fantasy|Romance,3.29
40 Days and 40 Nights,Comedy|Romance,3.28
Mystery Men,Action|Comedy|Fantasy,3.28
Rat Race,Comedy,3.28
P.S. I Love You,Comedy|Drama|Romance,3.27
Road Trip,Comedy,3.27
Weird Science,Comedy|Fantasy|Sci-Fi,3.27
Singles,Comedy|Drama|Romance,3.27
¡Three Amigos!,Comedy|Western,3.27
Harriet the Spy,Children|Comedy,3.27
Splash,Comedy|Fantasy|Romance,3.27
"Mask, The",Action|Comedy|Crime|Fantasy,3.27
Milk Money,Comedy|Romance,3.27
"Parent Trap, The",Children|Comedy|Romance,3.26
"Princess Diaries, The",Children|Comedy|Romance,3.26
Charlie and the Chocolate Factory,Adventure|Children|Comedy|Fantasy|IMAX,3.26
Click,Adventure|Comedy|Drama|Fantasy|Romance,3.26
Airplane II: The Sequel,Comedy,3.26
Shallow Hal,Comedy|Fantasy|Romance,3.26
Tin Cup,Comedy|Drama|Romance,3.26
Miss Congeniality,Comedy|Crime,3.25
A Million Ways to Die in the West,Comedy|Western,3.25
How the Grinch Stole Christmas,Children|Comedy|Fantasy,3.24
"Me, Myself & Irene",Adventure|Comedy,3.24
"Corrina, Corrina",Comedy|Drama|Romance,3.24
Houseguest,Comedy,3.24
Hancock,Action|Adventure|Comedy|Crime|Fantasy,3.24
Liar Liar,Comedy,3.24
Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance,3.23
Robin Hood: Men in Tights,Comedy,3.23
Turner & Hooch,Comedy|Crime,3.23
Police Academy,Comedy|Crime,3.23
Blast from the Past,Comedy|Romance,3.22
"Family Man, The",Comedy|Drama|Romance,3.22
Bedazzled,Comedy,3.22
Mars Attacks!,Action|Comedy|Sci-Fi,3.21
Sweet Home Alabama,Comedy|Romance,3.21
Spy Kids,Action|Adventure|Children|Comedy,3.21
Jack,Comedy|Drama,3.21
Fletch,Comedy|Crime|Mystery,3.21
Accepted,Comedy,3.21
No Strings Attached,Comedy|Romance,3.21
George of the Jungle,Children|Comedy,3.2
"Sweetest Thing, The",Comedy|Romance,3.2
Young Guns,Action|Comedy|Western,3.2
Something to Talk About,Comedy|Drama|Romance,3.2
Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,3.2
Shrek the Third,Adventure|Animation|Children|Comedy|Fantasy,3.19
Dumb & Dumber,Adventure|Comedy,3.19
Cool Runnings,Comedy,3.19
Evolution,Comedy|Sci-Fi,3.19
Naked Gun 33 1/3: The Final Insult,Action|Comedy,3.19
Analyze This,Comedy,3.19
"First Wives Club, The",Comedy,3.19
Flubber,Children|Comedy|Fantasy,3.19
Vicky Cristina Barcelona,Comedy|Drama|Romance,3.19
Addams Family Values,Children|Comedy|Fantasy,3.19
William Shakespeare's A Midsummer Night's Dream,Comedy|Fantasy,3.18
Kindergarten Cop,Action|Comedy|Crime|Thriller,3.18
Oliver & Company,Adventure|Animation|Children|Comedy|Musical,3.18
It Could Happen to You,Comedy|Drama|Romance,3.18
My Blue Heaven,Comedy,3.18
"Cook the Thief His Wife & Her Lover, The",Comedy|Drama,3.18
Julie & Julia,Comedy|Drama|Romance,3.17
"Opposite of Sex, The",Comedy|Drama|Romance,3.17
Innerspace,Action|Adventure|Comedy|Sci-Fi,3.17
Men in Black II,Action|Comedy|Sci-Fi,3.15
Ghostbusters II,Comedy|Fantasy|Sci-Fi,3.15
Sgt. Bilko,Comedy,3.15
Ace Ventura: Pet Detective,Comedy,3.15
Private Benjamin,Comedy,3.15
Uncle Buck,Comedy,3.15
Bill & Ted's Bogus Journey,Adventure|Comedy|Fantasy|Sci-Fi,3.15
Father of the Bride Part II,Comedy,3.14
Sister Act,Comedy|Crime,3.14
Romy and Michele's High School Reunion,Comedy,3.14
Mickey Blue Eyes,Comedy|Romance,3.13
Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,3.12
"Goofy Movie, A",Animation|Children|Comedy|Romance,3.12
Bad Boys II,Action|Comedy|Crime|Thriller,3.12
Never Been Kissed,Comedy|Romance,3.11
Three Men and a Baby,Comedy,3.11
EDtv,Comedy,3.11
Renaissance Man,Comedy|Drama,3.11
"Change-Up, The",Comedy,3.1
Down with Love,Comedy|Romance,3.1
Scary Movie,Comedy|Horror,3.1
Semi-Pro,Comedy,3.1
Night Shift,Comedy,3.1
"Green Hornet, The",Action|Comedy|Crime|Fantasy|Thriller|IMAX,3.09
National Lampoon's Van Wilder,Comedy,3.09
White Men Can't Jump,Comedy|Drama,3.09
"Wedding Planner, The",Comedy|Romance,3.09
Home Alone,Children|Comedy,3.09
Austin Powers in Goldmember,Comedy,3.08
Last Action Hero,Action|Adventure|Comedy|Fantasy,3.08
"Borrowers, The",Adventure|Children|Comedy|Fantasy,3.08
Scream 2,Comedy|Horror|Mystery|Thriller,3.06
Bean,Comedy,3.06
Serial Mom,Comedy|Crime|Horror,3.06
Major Payne,Comedy,3.06
Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery,3.06
Mr. Deeds,Comedy|Romance,3.05
Indiana Jones and the Kingdom of the Crystal Skull,Action|Adventure|Comedy|Sci-Fi,3.05
Space Cowboys,Action|Adventure|Comedy|Sci-Fi,3.04
Lethal Weapon 3,Action|Comedy|Crime|Drama,3.04
Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,3.03
Tank Girl,Action|Comedy|Sci-Fi,3.03
Bowfinger,Comedy,3.03
Down Periscope,Comedy,3.0
Revenge of the Nerds,Comedy,3.0
"Benchwarmers, The",Comedy,3.0
Fatal Instinct,Comedy,3.0
Detroit Rock City,Comedy,3.0
Saving Silverman,Comedy|Romance,3.0
Happy Feet,Adventure|Animation|Children|Comedy|IMAX,3.0
Married to the Mob,Comedy,3.0
Death Becomes Her,Comedy|Fantasy,3.0
Stuck on You,Comedy,3.0
"Cutting Edge, The",Comedy|Drama|Romance,3.0
She's All That,Comedy|Romance,3.0
"Money Pit, The",Comedy,3.0
Jingle All the Way,Children|Comedy,3.0
Back to School,Comedy,3.0
Beverly Hills Cop II,Action|Comedy|Crime|Thriller,3.0
He's Just Not That Into You,Comedy|Drama|Romance,3.0
Arachnophobia,Comedy|Horror,3.0
Batman Forever,Action|Adventure|Comedy|Crime,2.98
Hot Shots! Part Deux,Action|Comedy|War,2.98
Nine Months,Comedy|Romance,2.98
"Cable Guy, The",Comedy|Thriller,2.96
Pee-wee's Big Adventure,Adventure|Comedy,2.96
Runaway Bride,Comedy|Romance,2.95
Six Days Seven Nights,Adventure|Comedy|Romance,2.94
Lethal Weapon 4,Action|Comedy|Crime|Thriller,2.94
You Don't Mess with the Zohan,Comedy,2.93
"Ladykillers, The",Comedy|Crime,2.93
Coyote Ugly,Comedy|Drama|Romance,2.93
This Means War,Action|Comedy|Romance,2.91
Canadian Bacon,Comedy|War,2.91
Cats & Dogs,Children|Comedy,2.91
"Dude, Where's My Car?",Comedy|Sci-Fi,2.91
Multiplicity,Comedy,2.91
Made in America,Comedy,2.91
"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.91
"Jewel of the Nile, The",Action|Adventure|Comedy|Romance,2.9
Charlie's Angels,Action|Comedy,2.9
"Replacements, The",Comedy,2.89
Junior,Comedy|Sci-Fi,2.89
Maid in Manhattan,Comedy|Romance,2.89
Stuart Little,Children|Comedy|Fantasy,2.89
Bring It On,Comedy,2.88
Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Comedy|Romance|Thriller,2.88
Pushing Tin,Comedy,2.88
Airheads,Comedy,2.88
Orange County,Comedy,2.87
All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,2.87
"Stepford Wives, The",Comedy|Fantasy|Thriller,2.87
Son in Law,Comedy|Drama|Romance,2.86
Not Another Teen Movie,Comedy,2.86
In & Out,Comedy,2.85
Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.85
Evan Almighty,Comedy|Fantasy,2.85
"Beverly Hillbillies, The",Comedy,2.85
Scary Movie 2,Comedy,2.85
Ace Ventura: When Nature Calls,Comedy,2.84
Blues Brothers 2000,Action|Comedy|Musical,2.83
"Brady Bunch Movie, The",Comedy,2.83
America's Sweethearts,Comedy|Romance,2.83
Hocus Pocus,Children|Comedy|Fantasy|Horror,2.83
"Break-Up, The",Comedy|Drama|Romance,2.82
"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,2.82
Sex and the City,Comedy|Romance,2.82
Nine to Five,Comedy|Crime,2.82
"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,2.81
"Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,2.81
Reality Bites,Comedy|Drama|Romance,2.81
"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,2.8
"Haunted Mansion, The",Children|Comedy|Fantasy|Horror,2.8
Addicted to Love,Comedy|Romance,2.8
"Cannonball Run, The",Action|Comedy,2.8
Jury Duty,Comedy,2.8
Arthur,Comedy|Romance,2.8
"House Bunny, The",Comedy,2.8
Pink Flamingos,Comedy,2.8
Mr. Mom,Comedy|Drama,2.8
"Muppets, The",Children|Comedy|Musical,2.8
Snakes on a Plane,Action|Comedy|Horror|Thriller,2.79
Scream 3,Comedy|Horror|Mystery|Thriller,2.79
Little Nicky,Comedy,2.79
Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Children|Comedy|Romance,2.79
Beverly Hills Cop III,Action|Comedy|Crime|Thriller,2.78
Dr. Dolittle,Comedy,2.78
Weekend at Bernie's,Comedy,2.76
Boomerang,Comedy|Romance,2.75
"Little Rascals, The",Children|Comedy,2.75
European Vacation,Adventure|Comedy|Romance,2.73
"Mighty Ducks, The",Children|Comedy,2.73
Funny Farm,Comedy,2.73
"Kid, The",Comedy|Fantasy,2.73
Nacho Libre,Comedy,2.71
Desperately Seeking Susan,Comedy|Drama|Romance,2.71
City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,2.71
Michael,Comedy|Drama|Fantasy|Romance,2.7
"Apple Dumpling Gang, The",Children|Comedy|Western,2.7
Showtime,Action|Comedy,2.7
Idle Hands,Comedy|Horror,2.67
Tales from the Crypt Presents: Bordello of Blood,Comedy|Horror,2.67
Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime|Thriller,2.67
Money Train,Action|Comedy|Crime|Drama|Thriller,2.67
Home Alone 2: Lost in New York,Children|Comedy,2.65
Twins,Comedy,2.64
Harry and the Hendersons,Children|Comedy,2.64
"Legally Blonde 2: Red, White & Blonde",Comedy,2.64
"Bachelor, The",Comedy|Romance,2.64
Spy Hard,Comedy,2.62
Beverly Hills Ninja,Action|Comedy,2.62
Shark Tale,Animation|Children|Comedy,2.62
Bio-Dome,Comedy,2.61
Popeye,Adventure|Comedy|Musical,2.61
"Tuxedo, The",Action|Comedy,2.6
Scary Movie 3,Comedy|Horror,2.6
"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,2.6
Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,2.6
Exit to Eden,Comedy,2.59
Crocodile Dundee II,Action|Adventure|Comedy,2.58
Down to Earth,Comedy|Fantasy|Romance,2.58
Police Academy 2: Their First Assignment,Comedy|Crime,2.58
Buffy the Vampire Slayer,Action|Comedy|Horror,2.58
Another Stakeout,Comedy|Thriller,2.56
Look Who's Talking,Comedy|Romance,2.56
Striptease,Comedy|Crime,2.56
Dr. Dolittle 2,Comedy,2.55
Bewitched,Comedy|Fantasy|Romance,2.54
Don't Tell Mom the Babysitter's Dead,Comedy,2.54
Encino Man,Comedy,2.53
Joe Dirt,Adventure|Comedy|Mystery|Romance,2.52
Coneheads,Comedy|Sci-Fi,2.52
Toys,Comedy|Fantasy,2.5
Scary Movie 4,Comedy|Horror,2.5
Dracula: Dead and Loving It,Comedy|Horror,2.47
Crocodile Dundee in Los Angeles,Comedy|Drama,2.46
Fun with Dick and Jane,Comedy|Crime,2.45
Nutty Professor II: The Klumps,Comedy,2.44
Angels in the Outfield,Children|Comedy,2.44
Deuce Bigalow: Male Gigolo,Comedy,2.41
Richie Rich,Children|Comedy,2.4
"American Werewolf in Paris, An",Comedy|Horror|Romance|Thriller,2.4
Freddy Got Fingered,Comedy,2.4
Police Academy 3: Back in Training,Comedy|Crime,2.4
"Flintstones, The",Children|Comedy|Fantasy,2.4
"Animal, The",Comedy,2.36
Big Momma's House,Comedy,2.35
Wild Wild West,Action|Comedy|Sci-Fi|Western,2.34
Kazaam,Children|Comedy|Fantasy,2.33
Heartbreakers,Comedy|Crime|Romance,2.3
Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,2.29
Dumb and Dumberer: When Harry Met Lloyd,Comedy,2.27
Jungle2Jungle,Children|Comedy,2.27
Porky's,Comedy,2.27
Grease 2,Comedy|Musical|Romance,2.26
Howard the Duck,Adventure|Comedy|Sci-Fi,2.25
"Dukes of Hazzard, The",Action|Adventure|Comedy,2.25
Inspector Gadget,Action|Adventure|Children|Comedy,2.24
"Night at the Roxbury, A",Comedy,2.2
"Honey, I Blew Up the Kid",Children|Comedy|Sci-Fi,2.15
Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.1
Sister Act 2: Back in the Habit,Comedy,2.0
Dungeons & Dragons,Action|Adventure|Comedy|Fantasy,2.0
Beethoven,Children|Comedy|Drama,1.91
Stop! Or My Mom Will Shoot,Action|Comedy,1.82
Problem Child,Children|Comedy,1.75
"Flintstones in Viva Rock Vegas, The",Children|Comedy,1.67
Spice World,Comedy,1.6
Lawrence of Arabia,Adventure|Drama|War,4.38
Seven Samurai,Action|Adventure|Comedy|Fantasy|Romance,4.37
Star Wars: Episode IV - A New Hope,Action|Adventure|Drama,4.33
Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,4.33
Spirited Away,Action|Adventure|Sci-Fi,4.33
Raiders of the Lost Ark,Adventure|Animation|Fantasy,4.32
Untitled Spider-Man Reboot,Action|Adventure,4.32
Yojimbo,Action|Adventure|Fantasy,4.31
City of God,Action|Adventure,4.31
"Great Escape, The",Adventure|Comedy|Fantasy,4.3
North by Northwest,Action|Adventure|Crime|Drama|Thriller,4.29
"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|War,4.28
"Outlaw Josey Wales, The",Action|Adventure|Mystery|Romance|Thriller,4.28
"Lord of the Rings: The Fellowship of the Ring, The",Action|Adventure|Drama|Fantasy,4.28
WALL·E,Adventure|Animation|Children|Comedy|Crime,4.28
Nausicaä of the Valley of the Wind,Action|Adventure|Drama|Thriller|Western,4.28
Guardians of the Galaxy,Adventure|Fantasy,4.27
Laputa: Castle in the Sky,Adventure|Animation|Children|Romance|Sci-Fi,4.26
Howl's Moving Castle,Adventure|Animation|Drama|Fantasy|Sci-Fi,4.26
Thor: Ragnarok,Action|Adventure|Sci-Fi,4.25
Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
"Good, the Bad and the Ugly, The",Adventure|Animation|Fantasy|Romance,4.25
Kiki's Delivery Service,Action|Adventure|Sci-Fi,4.25
Into the Wild,Action|Adventure|Sci-Fi,4.25
"Bridge on the River Kwai, The",Adventure|Animation|Children|Comedy|Sci-Fi,4.25
Watership Down,Action|Adventure|Western,4.25
The Martian,Adventure|Animation|Children|Comedy|Fantasy|IMAX,4.24
Captain Phillips,Adventure|Animation|Children|Drama|Fantasy,4.24
"City of Lost Children, The",Action|Adventure|Drama,4.22
"Lord of the Rings: The Two Towers, The",Adventure|Drama|War,4.22
Indiana Jones and the Last Crusade,Adventure|Animation|Comedy|Fantasy|Romance,4.21
"Man Who Would Be King, The",Adventure|Comedy|Drama,4.2
Up,Adventure|Animation|Children|Drama|Fantasy,4.2
"Iron Giant, The",Adventure|Drama|Sci-Fi,4.19
Casino Royale,Adventure|Drama|Thriller|IMAX,4.19
Serenity,Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.18
Hero,Adventure|Fantasy,4.18
"Dark Knight Rises, The",Action|Adventure,4.18
Star Wars: Episode VII - The Force Awakens,Action|Adventure|Comedy|Fantasy|Horror,4.18
Avengers: Infinity War - Part I,Adventure|Drama,4.18
How to Train Your Dragon,Adventure|Animation|Children|Drama,4.18
Children of Men,Adventure|Animation|Children|Drama|Sci-Fi,4.18
"Last Samurai, The",Adventure|Comedy|Sci-Fi,4.17
"Road Warrior, The",Adventure|Animation|Children|Comedy,4.16
Harry Potter and the Deathly Hallows: Part 2,Action|Adventure|Thriller,4.16
Harry Potter and the Deathly Hallows: Part 1,Action|Adventure|Sci-Fi,4.16
Stand by Me,Action|Adventure|Drama,4.16
Harry Potter and the Prisoner of Azkaban,Action|Adventure|Crime|IMAX,4.16
Empire of the Sun,Action|Adventure|Fantasy|Sci-Fi|IMAX,4.15
Aliens,Action|Adventure|Sci-Fi,4.15
Gladiator,Adventure|Animation|Children|Fantasy|IMAX,4.15
"Fall, The",Adventure|Animation|Comedy,4.15
Ben-Hur,Action|Adventure|Drama|Sci-Fi|Thriller,4.14
Ponyo,Action|Adventure|Drama|War,4.13
The Hunger Games: Mockingjay - Part 1,Action|Adventure|Sci-Fi|Thriller,4.12
Princess Mononoke,Action|Adventure|Drama|Fantasy|Mystery|IMAX,4.12
"Straight Story, The",Action|Adventure|Fantasy|IMAX,4.11
Guardians of the Galaxy 2,Adventure|Drama,4.11
X-Men: Days of Future Past,Action|Adventure|Comedy|Crime,4.11
How to Train Your Dragon 2,Adventure|Fantasy|IMAX,4.11
Rogue One: A Star Wars Story,Adventure|Comedy|Drama,4.11
Harry Potter and the Order of the Phoenix,Action|Adventure|Drama|War,4.1
Harry Potter and the Half-Blood Prince,Action|Adventure|Horror|Sci-Fi,4.1
Hellboy II: The Golden Army,Action|Adventure|Drama,4.09
The Revenant,Adventure|Drama|Fantasy,4.09
X-Men: First Class,Adventure|Comedy|Drama,4.09
"Lion King, The",Action|Adventure|Drama,4.09
Iron Man,Adventure|Animation|Children|Fantasy,4.09
"Motorcycle Diaries, The",Adventure|Sci-Fi|Thriller,4.09
The Count of Monte Cristo,Action|Adventure|Animation|Drama|Fantasy,4.08
Star Trek,Adventure|Drama,4.07
Spider-Man 2,Action|Adventure|Sci-Fi,4.07
"Hobbit: An Unexpected Journey, The",Action|Adventure|Sci-Fi,4.07
Dark City,Action|Adventure|Animation,4.07
Skyfall,Action|Adventure|Fantasy|Sci-Fi,4.07
Harry Potter and the Goblet of Fire,Adventure|Drama|Fantasy|IMAX,4.07
"Hunt for Red October, The",Adventure|Fantasy|Mystery|Romance|IMAX,4.07
Lilo & Stitch,Action|Adventure|Fantasy|Sci-Fi,4.06
White Squall,Action|Adventure|Animation|Children|Comedy,4.06
You Only Live Twice,Adventure|Drama,4.06
Ninja Scroll,Action|Adventure|Animation|Children|Comedy|Fantasy,4.06
Rise of the Guardians,Adventure|Animation|Comedy,4.06
127 Hours,Adventure|Animation|Children|Comedy|Fantasy,4.05
"Wizard of Oz, The",Action|Adventure|Sci-Fi|Thriller|War,4.05
2001: A Space Odyssey,Adventure|Animation|Children|Drama|Musical|IMAX,4.05
Star Trek: First Contact,Action|Adventure|Animation|Children|Comedy,4.04
Deliverance,Action|Adventure|Sci-Fi,4.04
Captain America: The Winter Soldier,Adventure|Drama,4.04
Mad Max: Fury Road,Adventure|Animation|Children|Comedy|Fantasy,4.03
Ant-Man,Action|Adventure|Drama|Thriller,4.03
Blood Diamond,Action|Adventure|Sci-Fi|IMAX,4.03
Harry Potter and the Sorcerer's Stone,Action|Adventure|Sci-Fi|IMAX,4.03
Goldfinger,Adventure|Fantasy|IMAX,4.03
Labyrinth,Adventure|Animation|Children|Comedy|Fantasy|Romance,4.03
Apollo 13,Adventure|Comedy|Romance|War,4.03
X2: X-Men United,Action|Adventure|Comedy|Sci-Fi,4.02
Doctor Strange,Adventure|Film-Noir|Sci-Fi|Thriller,4.02
Black Panther,Action|Adventure|Thriller|IMAX,4.02
Dances with Wolves,Adventure|Animation|Children|Comedy|Fantasy,4.01
Highlander,Adventure|Fantasy|Thriller|IMAX,4.01
The Hunger Games: Mockingjay - Part 2,Action|Adventure|Thriller,4.0
Star Trek Into Darkness,Adventure|Animation|Children|Sci-Fi,4.0
Master and Commander: The Far Side of the World,Action|Adventure|Comedy|Crime|Mystery|Thriller,4.0
The Hunger Games: Catching Fire,Adventure|Animation|Children|Comedy|Drama|Fantasy,4.0
Close Encounters of the Third Kind,Action|Adventure|Comedy|Fantasy,4.0
Star Trek II: The Wrath of Khan,Action|Adventure|Drama,4.0
9,Action|Adventure|Sci-Fi|Thriller,4.0
X-Men,Action|Adventure|Animation|Fantasy,4.0
Pacific Rim,Adventure|Animation|Children|Fantasy|IMAX,4.0
"Avengers, The",Adventure|Drama|Thriller,4.0
Akira,Adventure|Children|Fantasy|Musical,3.99
Jurassic Park,Adventure|Drama|Sci-Fi,3.98
Live and Let Die,Action|Adventure|Sci-Fi|Thriller,3.98
From Russia with Love,Adventure|Drama|Thriller,3.97
Mission: Impossible - Rogue Nation,Action|Adventure|Comedy|Fantasy,3.97
Doctor Dolittle,Action|Adventure|Sci-Fi|IMAX,3.97
The Jungle Book,Adventure|Comedy|Crime|Romance,3.96
Mission: Impossible - Ghost Protocol,Action|Adventure|Sci-Fi|Thriller,3.96
"Jungle Book, The",Action|Adventure|Sci-Fi,3.96
"Wild Bunch, The",Action|Adventure|Crime|Drama|Thriller|War,3.96
Dr. No,Adventure|Comedy|Crime,3.95
Life of Pi,Adventure|Children|Fantasy,3.95
Star Trek Beyond,Adventure|Comedy|Sci-Fi|Thriller,3.94
Excalibur,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,3.94
Sunshine,Action|Adventure|Thriller,3.94
What Dreams May Come,Adventure|Comedy,3.93
Apocalypto,Adventure|Fantasy|Musical,3.93
Mission: Impossible III,Adventure|Animation|Children|Comedy,3.92
Harry Potter and the Chamber of Secrets,Adventure|Comedy|Fantasy,3.92
Indiana Jones and the Temple of Doom,Adventure|Animation|Comedy,3.92
"Guns of Navarone, The",Adventure|Drama|IMAX,3.92
Total Recall,Adventure|Animation|Children|Comedy|Fantasy,3.92
Easy Rider,Action|Adventure|Animation|Children|Comedy|IMAX,3.92
Avatar,Action|Adventure|Sci-Fi|Thriller,3.91
"Hobbit: The Desolation of Smaug, The",Action|Adventure|Sci-Fi,3.91
"Treasure of the Sierra Madre, The",Action|Adventure|Sci-Fi,3.91
Pirates of the Caribbean: Dead Man's Chest,Adventure|Drama|Western,3.91
Captain America: The First Avenger,Action|Adventure|Comedy|Sci-Fi,3.91
"Dark Crystal, The",Action|Adventure|Fantasy,3.9
"I, Robot",Adventure|Sci-Fi,3.9
"Descent, The",Action|Adventure|Sci-Fi|IMAX,3.89
Spider-Man,Adventure|Drama|War,3.89
"NeverEnding Story, The",Action|Adventure|Sci-Fi|IMAX,3.88
"Man with the Golden Gun, The",Action|Adventure|Animation|Children|Comedy|Western,3.88
Quantum of Solace,Adventure|Drama|Sci-Fi,3.87
Thor,Adventure|Animation|Children|Comedy|Musical,3.87
"Rock, The",Action|Adventure|Sci-Fi|Thriller,3.87
First Blood,Adventure|Comedy|Sci-Fi,3.87
Superman,Adventure|Animation|Sci-Fi,3.86
Final Fantasy VII: Advent Children,Action|Adventure|Sci-Fi,3.86
Iron Man 2,Action|Adventure|Sci-Fi|IMAX,3.86
"Expendables 2, The",Action|Adventure|Sci-Fi|IMAX,3.85
