title,genres,weightedAverage
Private Parts,Comedy|Drama,3.69
Pay It Forward,Drama,3.69
"Constant Gardener, The",Drama|Thriller,3.69
"Book of Eli, The",Action|Adventure|Drama,3.69
Born on the Fourth of July,Drama|War,3.69
Burn After Reading,Comedy|Crime|Drama,3.69
"Aviator, The",Drama,3.69
"Hurricane, The",Drama,3.69
Road to Perdition,Crime|Drama,3.69
West Side Story,Drama|Musical|Romance,3.68
One Hour Photo,Drama|Thriller,3.68
Ghost World,Comedy|Drama,3.68
Don Juan DeMarco,Comedy|Drama|Romance,3.68
Unbreakable,Drama|Sci-Fi,3.68
Leaving Las Vegas,Drama|Romance,3.68
"Girl, Interrupted",Drama,3.68
Snowpiercer,Action|Drama|Sci-Fi,3.67
Boys Don't Cry,Drama,3.67
Fried Green Tomatoes,Comedy|Crime|Drama,3.67
Keeping the Faith,Comedy|Drama|Romance,3.67
Glengarry Glen Ross,Drama,3.67
"History of Violence, A",Action|Crime|Drama|Thriller,3.67
The Hunger Games,Action|Adventure|Drama|Sci-Fi|Thriller,3.67
"Basketball Diaries, The",Drama,3.67
Rise of the Planet of the Apes,Action|Drama|Sci-Fi|Thriller,3.67
Six Degrees of Separation,Drama,3.67
"Piano, The",Drama|Romance,3.66
JFK,Drama|Mystery|Thriller,3.65
Rudy,Drama,3.65
Welcome to the Dollhouse,Comedy|Drama,3.65
"Great Gatsby, The",Drama,3.65
Solaris,Drama|Romance|Sci-Fi,3.65
Runaway Jury,Drama|Thriller,3.65
"Score, The",Action|Drama,3.65
"Big Blue, The",Adventure|Drama|Romance,3.64
"Man in the Iron Mask, The",Action|Adventure|Drama,3.64
Pollock,Drama,3.64
In Good Company,Comedy|Drama,3.64
Valkyrie,Drama|Thriller|War,3.64
Clear and Present Danger,Action|Crime|Drama|Thriller,3.64
Saturday Night Fever,Comedy|Drama|Romance,3.64
K-PAX,Drama|Fantasy|Mystery|Sci-Fi,3.64
Shadowlands,Drama|Romance,3.64
Primary Colors,Comedy|Drama,3.64
Amistad,Drama|Mystery,3.63
Man on the Moon,Comedy|Drama,3.62
"Remains of the Day, The",Drama|Romance,3.62
Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,3.62
Othello,Drama,3.62
Elysium,Action|Drama|Sci-Fi|IMAX,3.62
Twelfth Night,Comedy|Drama|Romance,3.62
Pleasantville,Comedy|Drama|Fantasy,3.62
Marathon Man,Crime|Drama|Thriller,3.62
Up Close and Personal,Drama|Romance,3.62
Field of Dreams,Children|Drama|Fantasy,3.62
"Darjeeling Limited, The",Adventure|Comedy|Drama,3.62
Fast Times at Ridgemont High,Comedy|Drama|Romance,3.62
Dunkirk,Action|Drama|Thriller|War,3.62
"Secret of NIMH, The",Adventure|Animation|Children|Drama,3.62
Troy,Action|Adventure|Drama|War,3.62
Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,3.61
Miracle on 34th Street,Drama,3.6
"League of Their Own, A",Comedy|Drama,3.6
"Salton Sea, The",Crime|Drama|Thriller,3.6
Nick and Norah's Infinite Playlist,Comedy|Drama|Romance,3.6
Swimming with Sharks,Comedy|Drama,3.6
Match Point,Crime|Drama|Romance,3.59
Falling Down,Action|Drama,3.59
"Patriot, The",Action|Drama|War,3.59
Rob Roy,Action|Drama|Romance|War,3.59
Spy Game,Action|Crime|Drama|Thriller,3.59
"Firm, The",Drama|Thriller,3.59
"Sandlot, The",Children|Comedy|Drama,3.58
Cold Mountain,Drama|Romance|War,3.58
Sydney,Crime|Drama|Thriller,3.58
Evita,Drama|Musical,3.58
"Rainmaker, The",Drama,3.58
Patriot Games,Action|Crime|Drama|Thriller,3.58
Birdman: Or,Comedy|Drama,3.58
Girl with a Pearl Earring,Drama|Romance,3.58
Hairspray,Comedy|Drama,3.58
Tarzan,Adventure|Animation|Children|Drama,3.58
"Walk in the Clouds, A",Drama|Romance,3.57
Dirty Dancing,Drama|Musical|Romance,3.57
Eyes Wide Shut,Drama|Mystery|Thriller,3.57
Quiz Show,Drama,3.57
Interview with the Vampire: The Vampire Chronicles,Drama|Horror,3.56
Frequency,Drama|Thriller,3.56
Monster's Ball,Drama|Romance,3.56
Titanic,Drama|Romance,3.56
Disclosure,Drama|Thriller,3.56
Gone Baby Gone,Crime|Drama|Mystery,3.55
Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,3.55
Death to Smoochy,Comedy|Crime|Drama,3.55
The Devil's Advocate,Drama|Mystery|Thriller,3.55
Spanglish,Comedy|Drama|Romance,3.55
Bambi,Animation|Children|Drama,3.55
Sleepless in Seattle,Comedy|Drama|Romance,3.55
A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,3.54
Beverly Hills Cop,Action|Comedy|Crime|Drama,3.54
Thelma & Louise,Adventure|Crime|Drama,3.54
"Doors, The",Drama,3.54
Empire Records,Comedy|Drama,3.54
"Color of Money, The",Drama,3.54
City of Angels,Drama|Fantasy|Romance,3.53
Fallen,Crime|Drama|Fantasy|Thriller,3.53
Summer of Sam,Drama,3.53
Adventureland,Comedy|Drama,3.53
"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,3.53
Soylent Green,Drama|Mystery|Sci-Fi|Thriller,3.53
"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,3.53
"Age of Innocence, The",Drama,3.53
"Terminal, The",Comedy|Drama|Romance,3.53
Bend It Like Beckham,Comedy|Drama|Romance,3.52
Patch Adams,Comedy|Drama,3.52
Ghost,Comedy|Drama|Fantasy|Romance|Thriller,3.51
Bruce Almighty,Comedy|Drama|Fantasy|Romance,3.51
Mrs. Doubtfire,Comedy|Drama,3.51
Dumbo,Animation|Children|Drama|Musical,3.51
Face/Off,Action|Crime|Drama|Thriller,3.51
Rocky Balboa,Action|Drama,3.5
We Were Soldiers,Action|Drama|War,3.5
"Crying Game, The",Drama|Romance|Thriller,3.5
Miracle,Drama,3.5
Seven Years in Tibet,Adventure|Drama|War,3.5
Mighty Aphrodite,Comedy|Drama|Romance,3.5
Focus,Comedy|Crime|Drama|Romance,3.5
Single White Female,Drama|Thriller,3.5
Carrie,Drama|Fantasy|Horror|Thriller,3.5
Red Dawn,Action|Drama|War,3.5
Anastasia,Adventure|Animation|Children|Drama|Musical,3.5
Exotica,Drama,3.5
"Devil's Backbone, The",Drama|Fantasy|Horror|Thriller|War,3.5
RoboCop,Action|Crime|Drama|Sci-Fi|Thriller,3.5
Disturbia,Drama|Thriller,3.5
Outbreak,Action|Drama|Sci-Fi|Thriller,3.49
WarGames,Drama|Sci-Fi|Thriller,3.48
21 Grams,Crime|Drama|Mystery|Romance|Thriller,3.48
Jurassic World,Action|Adventure|Drama|Sci-Fi|Thriller,3.48
Angels & Demons,Crime|Drama|Mystery|Thriller,3.47
"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,3.47
Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,3.47
"Talented Mr. Ripley, The",Drama|Mystery|Thriller,3.47
What's Love Got to Do with It?,Drama|Musical,3.47
Can't Hardly Wait,Comedy|Drama|Romance,3.47
8 Mile,Drama,3.46
Dolores Claiborne,Drama|Thriller,3.46
"Client, The",Drama|Mystery|Thriller,3.46
"Fly, The",Drama|Horror|Sci-Fi|Thriller,3.46
Legends of the Fall,Drama|Romance|War|Western,3.46
Broadcast News,Comedy|Drama|Romance,3.46
"Bucket List, The",Comedy|Drama,3.46
"Long Kiss Goodnight, The",Action|Drama|Thriller,3.45
"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,3.45
Hidalgo,Adventure|Drama,3.45
Great Expectations,Drama|Romance,3.45
Smilla's Sense of Snow,Drama|Thriller,3.45
National Treasure,Action|Adventure|Drama|Mystery|Thriller,3.45
"Serious Man, A",Comedy|Drama,3.45
American Hustle,Crime|Drama,3.44
Star Trek: Generations,Adventure|Drama|Sci-Fi,3.44
28 Days,Drama,3.44
Men of Honor,Drama,3.43
Boys on the Side,Comedy|Drama,3.43
"Thin Red Line, The",Action|Drama|War,3.43
Phenomenon,Drama|Romance,3.43
Buffalo '66,Drama|Romance,3.42
"Good Girl, The",Comedy|Drama,3.42
"Rookie, The",Drama,3.42
Nurse Betty,Comedy|Crime|Drama|Romance|Thriller,3.42
Insomnia,Action|Crime|Drama|Mystery|Thriller,3.42
Phone Booth,Drama|Thriller,3.41
To Die For,Comedy|Drama|Thriller,3.41
Courage Under Fire,Action|Crime|Drama|War,3.41
Planet of the Apes,Action|Drama|Sci-Fi,3.41
Varsity Blues,Comedy|Drama,3.4
Behind Enemy Lines,Action|Drama|War,3.4
Some Kind of Wonderful,Drama|Romance,3.4
Little Man Tate,Drama,3.4
"Mosquito Coast, The",Adventure|Drama|Thriller,3.4
Backdraft,Action|Drama,3.39
"Perfect Storm, The",Drama|Thriller,3.39
Nell,Drama,3.38
"Secret Garden, The",Children|Drama,3.38
Cop Land,Action|Crime|Drama|Thriller,3.38
"Village, The",Drama|Mystery|Thriller,3.38
"Perfect World, A",Crime|Drama|Thriller,3.38
St. Elmo's Fire,Drama|Romance,3.38
About Schmidt,Comedy|Drama,3.38
Bad Boys,Action|Comedy|Crime|Drama|Thriller,3.37
Lethal Weapon 2,Action|Comedy|Crime|Drama,3.36
Michael Collins,Drama,3.36
1408,Drama|Horror|Thriller,3.36
Marley & Me,Comedy|Drama,3.36
Far and Away,Adventure|Drama|Romance,3.36
That Thing You Do!,Comedy|Drama,3.36
"Bridges of Madison County, The",Drama|Romance,3.35
"Da Vinci Code, The",Drama|Mystery|Thriller,3.35
Cruel Intentions,Drama,3.35
"Phantom of the Opera, The",Drama|Musical|Romance,3.33
Pretty in Pink,Comedy|Drama|Romance,3.33
Fools Rush In,Comedy|Drama|Romance,3.33
Bulworth,Comedy|Drama|Romance,3.33
Short Cuts,Drama,3.33
"Paper, The",Comedy|Drama,3.33
"Bourne Legacy, The",Action|Adventure|Drama|Thriller|IMAX,3.33
Working Girl,Comedy|Drama|Romance,3.32
"Santa Clause, The",Comedy|Drama|Fantasy,3.32
Dangerous Minds,Drama,3.32
What Lies Beneath,Drama|Horror|Mystery,3.32
Copycat,Crime|Drama|Horror|Mystery|Thriller,3.31
Wolf,Drama|Horror|Romance|Thriller,3.31
Marie Antoinette,Drama|Romance,3.31
Rent,Drama|Musical|Romance,3.3
Smokin' Aces,Action|Crime|Drama|Thriller,3.3
My Girl,Comedy|Drama|Romance,3.3
Fast Five,Action|Crime|Drama|Thriller|IMAX,3.3
Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,3.3
Fast & Furious,Action|Crime|Drama|Thriller,3.3
Swordfish,Action|Crime|Drama,3.29
"Man Without a Face, The",Drama,3.29
Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,3.28
"Day After Tomorrow, The",Action|Adventure|Drama|Sci-Fi|Thriller,3.28
P.S. I Love You,Comedy|Drama|Romance,3.27
"Legend of Bagger Vance, The",Drama|Romance,3.27
Singles,Comedy|Drama|Romance,3.27
Rocky II,Action|Drama,3.27
"Unbearable Lightness of Being, The",Drama,3.27
Shadow of the Vampire,Drama|Horror,3.27
Pocahontas,Animation|Children|Drama|Musical|Romance,3.26
Tin Cup,Comedy|Drama|Romance,3.26
Star Trek: Nemesis,Action|Drama|Sci-Fi|Thriller,3.26
Kalifornia,Drama|Thriller,3.26
Click,Adventure|Comedy|Drama|Fantasy|Romance,3.26
"War of the Worlds, The",Action|Drama|Sci-Fi,3.25
Black Beauty,Adventure|Children|Drama,3.25
Footloose,Drama,3.25
Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25
"Poseidon Adventure, The",Action|Adventure|Drama,3.24
"Corrina, Corrina",Comedy|Drama|Romance,3.24
Starman,Adventure|Drama|Romance|Sci-Fi,3.23
"Rescuers, The",Adventure|Animation|Children|Crime|Drama,3.23
Deep Impact,Drama|Sci-Fi|Thriller,3.23
"Mothman Prophecies, The",Drama|Fantasy|Horror|Mystery|Thriller,3.23
"Cell, The",Drama|Horror|Thriller,3.22
First Knight,Action|Drama|Romance,3.22
"Family Man, The",Comedy|Drama|Romance,3.22
Things to Do in Denver When You're Dead,Crime|Drama|Romance,3.21
Jack,Comedy|Drama,3.21
World War Z,Action|Drama|Horror|IMAX,3.21
Double Jeopardy,Action|Crime|Drama|Thriller,3.21
Powder,Drama|Sci-Fi,3.21
Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,3.2
Hostage,Action|Crime|Drama|Thriller,3.2
Something to Talk About,Comedy|Drama|Romance,3.2
"Lake House, The",Drama|Fantasy|Romance,3.2
Fatal Attraction,Drama|Thriller,3.19
"Beach, The",Adventure|Drama,3.19
Vicky Cristina Barcelona,Comedy|Drama|Romance,3.19
"Sum of All Fears, The",Drama|Thriller,3.18
It Could Happen to You,Comedy|Drama|Romance,3.18
"Cook the Thief His Wife & Her Lover, The",Comedy|Drama,3.18
John Q,Crime|Drama|Thriller,3.18
Proof of Life,Drama,3.17
"Opposite of Sex, The",Comedy|Drama|Romance,3.17
Sirens,Drama,3.17
Julie & Julia,Comedy|Drama|Romance,3.17
Eraser,Action|Drama|Thriller,3.16
Pearl Harbor,Action|Drama|Romance|War,3.16
Alien Nation,Crime|Drama|Sci-Fi|Thriller,3.15
Kiss the Girls,Crime|Drama|Mystery|Thriller,3.15
Mercury Rising,Action|Drama|Thriller,3.15
"Number 23, The",Drama|Mystery|Thriller,3.14
"Specialist, The",Action|Drama|Thriller,3.13
How to Make an American Quilt,Drama|Romance,3.13
"Craft, The",Drama|Fantasy|Horror|Thriller,3.13
Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,3.12
8MM,Drama|Mystery|Thriller,3.11
Robin Hood: Prince of Thieves,Adventure|Drama,3.11
Any Given Sunday,Drama,3.11
Renaissance Man,Comedy|Drama,3.11
Wild Things,Crime|Drama|Mystery|Thriller,3.1
One Fine Day,Drama|Romance,3.1
In the Bedroom,Drama,3.1
Homeward Bound: The Incredible Journey,Adventure|Children|Drama,3.1
White Men Can't Jump,Comedy|Drama,3.09
"Civil Action, A",Drama,3.09
Flightplan,Action|Drama|Thriller,3.09
Cocktail,Drama|Romance,3.09
"Edge, The",Adventure|Drama,3.09
"Thirteenth Floor, The",Drama|Sci-Fi|Thriller,3.08
Tequila Sunrise,Action|Drama|Romance|Thriller,3.08
King Arthur,Action|Adventure|Drama|War,3.08
Lord of the Flies,Adventure|Drama|Thriller,3.08
Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi,3.07
Conspiracy Theory,Drama|Mystery|Romance|Thriller,3.07
"General's Daughter, The",Crime|Drama|Mystery|Thriller,3.07
Clockers,Crime|Drama|Mystery,3.07
Save the Last Dance,Drama|Romance,3.06
Final Destination,Drama|Thriller,3.06
Lethal Weapon 3,Action|Comedy|Crime|Drama,3.04
Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,3.0
He's Just Not That Into You,Comedy|Drama|Romance,3.0
"Passion of the Christ, The",Drama,3.0
"Substitute, The",Action|Crime|Drama,3.0
Mona Lisa Smile,Drama|Romance,3.0
"Bodyguard, The",Drama|Romance|Thriller,3.0
Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,3.0
Flashdance,Drama|Romance,3.0
Sommersby,Drama|Mystery|Romance,3.0
Stigmata,Drama|Thriller,3.0
"Pelican Brief, The",Crime|Drama|Mystery|Romance|Thriller,3.0
"Cutting Edge, The",Comedy|Drama|Romance,3.0
Babe: Pig in the City,Adventure|Children|Drama,2.97
"Blair Witch Project, The",Drama|Horror|Thriller,2.97
Under Siege,Action|Drama|Thriller,2.96
"Devil's Own, The",Action|Drama|Thriller,2.93
Coyote Ugly,Comedy|Drama|Romance,2.93
Forever Young,Drama|Romance|Sci-Fi,2.93
Where the Wild Things Are,Adventure|Children|Drama|Fantasy|IMAX,2.92
G.I. Jane,Action|Drama,2.91
Mulholland Falls,Crime|Drama|Thriller,2.9
Miami Vice,Action|Crime|Drama|Thriller,2.9
"Karate Kid, Part II, The",Action|Adventure|Drama,2.9
All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,2.87
Bicentennial Man,Drama|Romance|Sci-Fi,2.87
Son in Law,Comedy|Drama|Romance,2.86
Days of Thunder,Action|Drama|Romance,2.84
Rocky III,Action|Drama,2.83
"Break-Up, The",Comedy|Drama|Romance,2.82
Reality Bites,Comedy|Drama|Romance,2.81
Mr. Mom,Comedy|Drama,2.8
City Hall,Drama|Thriller,2.79
Rocky IV,Action|Drama,2.76
"Juror, The",Drama|Thriller,2.76
2012,Action|Drama|Sci-Fi|Thriller,2.76
Daylight,Action|Adventure|Drama|Thriller,2.75
"Amityville Horror, The",Drama|Horror|Mystery|Thriller,2.73
Diabolique,Drama|Thriller,2.73
Desperately Seeking Susan,Comedy|Drama|Romance,2.71
Michael,Comedy|Drama|Fantasy|Romance,2.7
9 1/2 Weeks,Drama|Romance,2.7
Money Train,Action|Comedy|Crime|Drama|Thriller,2.67
Twilight,Drama|Fantasy|Romance|Thriller,2.59
Boxing Helena,Drama|Mystery|Romance|Thriller,2.58
Autumn in New York,Drama|Romance,2.55
Last Man Standing,Action|Crime|Drama|Thriller,2.54
Free Willy,Adventure|Children|Drama,2.51
Showgirls,Drama,2.51
Free Willy 2: The Adventure Home,Adventure|Children|Drama,2.5
"Blue Lagoon, The",Adventure|Drama|Romance,2.5
Crocodile Dundee in Los Angeles,Comedy|Drama,2.46
Clash of the Titans,Action|Adventure|Drama|Fantasy,2.46
RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,2.43
Alexander,Action|Adventure|Drama|War,2.4
Elektra,Action|Adventure|Crime|Drama,2.3
"Fast and the Furious: Tokyo Drift, The",Action|Crime|Drama|Thriller,2.27
Volcano,Action|Drama|Thriller,2.2
Rocky V,Action|Drama,2.06
Beethoven,Children|Comedy|Drama,1.91
"Karate Kid, Part III, The",Action|Adventure|Children|Drama,1.86
Creature Comforts,Animation|Comedy,4.5
Ghost in the Shell,Animation|Drama,4.45
Spirited Away,Animation|Comedy|Drama,4.4
Batman: Mask of the Phantasm,Animation|Sci-Fi,4.33
Fantastic Mr. Fox,Adventure|Animation|Fantasy,4.32
WALL·E,Animation|Drama|War,4.31
Laputa: Castle in the Sky,Animation|Children,4.31
Howl's Moving Castle,Animation|Comedy|Drama|Romance|Sci-Fi,4.3
Cowboy Bebop: The Movie,Adventure|Animation|Children|Comedy|Crime,4.28
"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Romance|Sci-Fi,4.26
Toy Story 3,Adventure|Animation|Drama|Fantasy|Sci-Fi,4.26
Porco Rosso,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
Finding Nemo,Adventure|Animation|Fantasy|Romance,4.25
Wallace & Gromit: The Wrong Trousers,Action|Animation|Sci-Fi|Thriller,4.25
Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Children|Comedy|Sci-Fi,4.25
How to Train Your Dragon,Adventure|Animation|Children|Drama|Fantasy,4.24
Ponyo,Adventure|Animation|Children|Comedy|Fantasy|IMAX,4.24
"Princess and the Frog, The",Adventure|Animation|Comedy|Fantasy|Romance,4.21
Tangled,Adventure|Animation|Children|Drama|Fantasy,4.2
How to Train Your Dragon 2,Adventure|Animation|Children|Drama|Sci-Fi,4.18
The Lego Movie,Adventure|Animation|Children|Drama,4.18
Monsters University,Adventure|Animation|Children|Comedy,4.16
Zootopia,Animation|Children|Comedy|Crime,4.16
Big Hero 6,Adventure|Animation|Comedy,4.15
"Monsters, Inc.",Adventure|Animation|Children|Fantasy|IMAX,4.15
"Incredibles, The",Animation|Children|Drama|Fantasy,4.11
Shrek,Adventure|Animation|Children|Fantasy,4.09
Toy Story,Action|Adventure|Animation|Drama|Fantasy,4.08
Toy Story 2,Animation|Children|Fantasy|Musical|Romance,4.08
"South Park: Bigger, Longer and Uncut",Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,4.08
Ninja Scroll,Action|Adventure|Animation,4.07
Lilo & Stitch,Action|Adventure|Animation|Children|Comedy|Fantasy,4.06
Wallace & Gromit: A Close Shave,Adventure|Animation|Comedy,4.06
Futurama: Bender's Big Score,Action|Adventure|Animation|Children|Comedy,4.06
Rise of the Guardians,Adventure|Animation|Children|Drama|Musical|IMAX,4.05
Wreck-It Ralph,Action|Animation|Comedy,4.05
Enchanted,Adventure|Animation|Children|Comedy|Fantasy,4.05
Fantasia 2000,Action|Adventure|Animation|Children|Comedy,4.04
"Emperor's New Groove, The",Animation|Children|Drama,4.04
Madagascar: Escape 2 Africa,Adventure|Animation|Children|Comedy|Fantasy|Romance,4.03
Family Guy Presents Stewie Griffin: The Untold Story,Adventure|Animation|Children|Comedy|Fantasy,4.03
Fantasia,Adventure|Animation|Children|Comedy|Fantasy,4.01
Ice Age,Animation|Comedy|Musical,4.01
Despicable Me,Action|Adventure|Animation|Fantasy,4.0
Coraline,Action|Animation|Drama|Sci-Fi,4.0
"Triplets of Belleville, The",Adventure|Animation|Children|Sci-Fi,4.0
Rango,Animation|Children|Comedy,4.0
Aladdin,Animation|Comedy|Sci-Fi,4.0
9,Adventure|Animation|Children|Comedy|Drama|Fantasy,4.0
Akira,Adventure|Animation|Children|Fantasy|IMAX,4.0
Beauty and the Beast,Animation|Comedy,3.95
Megamind,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,3.94
Wallace & Gromit in The Curse of the Were-Rabbit,Animation|Children|Musical|IMAX,3.93
"Simpsons Movie, The",Adventure|Animation|Children|Comedy|Fantasy,3.92
"Adventures of Tintin, The",Action|Adventure|Animation|Children|Comedy|IMAX,3.92
Frozen,Adventure|Animation|Comedy,3.92
How the Grinch Stole Christmas!,Animation|Children|Fantasy|Musical,3.92
Despicable Me 2,Adventure|Animation|Children|Comedy,3.92
Finding Dory,Animation|Children|Comedy|Crime,3.92
Corpse Bride,Animation|Fantasy|Thriller,3.91
Winnie the Pooh and the Blustery Day,Animation|Comedy|Fantasy,3.91
Shrek 2,Action|Adventure|Animation|Children|Comedy|Western,3.88
Meet the Robinsons,Adventure|Animation|Children|Comedy|Musical,3.87
Hotel Transylvania,Adventure|Animation|Sci-Fi,3.86
"Sword in the Stone, The",Action|Adventure|Animation|Sci-Fi,3.85
Over the Hedge,Animation|Children|Fantasy|Musical|Romance|IMAX,3.85
Cloudy with a Chance of Meatballs,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
Peter Pan,Animation|Drama|Fantasy,3.84
Final Fantasy VII: Advent Children,Adventure|Animation|Children|Comedy,3.83
Kung Fu Panda,Animation|Comedy,3.83
Coco,Action|Animation|Mystery|IMAX,3.83
Chicken Run,Adventure|Animation|Comedy|Fantasy|Musical|Romance,3.83
Who Framed Roger Rabbit?,Animation|Comedy|Fantasy|Musical,3.82
"Nightmare Before Christmas, The",Animation|Drama|Mystery|Sci-Fi|Thriller,3.82
Team America: World Police,Animation|Children|Comedy|IMAX,3.79
"Bug's Life, A",Adventure|Animation|Comedy,3.77
"Prince of Egypt, The",Animation|Comedy|Fantasy|Musical|Romance,3.77
Brave,Animation|Children|Musical,3.77
Charlotte's Web,Adventure|Animation|Children|Comedy|Musical|Romance,3.76
Cinderella,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.76
Pinocchio,Animation|Children|Drama,3.75
Bolt,Action|Adventure|Animation|Children|Comedy|Sci-Fi,3.73
Cars,Animation|Children|Comedy,3.73
Robin Hood,Animation|Children|Fantasy|Musical,3.72
Heavy Metal,Animation|Children|Drama|Fantasy|Musical,3.71
Hercules,Adventure|Animation|Children|Comedy,3.71
Moana,Animation|Children|Fantasy|IMAX,3.71
"Rescuers Down Under, The",Animation|Children|Fantasy|Musical,3.71
Final Fantasy: The Spirits Within,Action|Adventure|Animation|Fantasy|Sci-Fi,3.7
Madagascar,Action|Animation|Children|Comedy|IMAX,3.69
"Little Mermaid, The",Adventure|Animation|Children,3.69
Titan A.E.,Animation|Children|Comedy,3.69
Lady and the Tramp,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.68
Atlantis: The Lost Empire,Animation|Children|Fantasy|Musical,3.67
"Aristocats, The",Action|Adventure|Animation|Comedy,3.66
Bee Movie,Adventure|Animation|Children|Comedy,3.65
James and the Giant Peach,Animation|Musical,3.64
Ice Age 2: The Meltdown,Action|Adventure|Animation|Children,3.63
Kung Fu Panda 2,Animation|Children,3.62
Minions,Adventure|Animation|Children|Drama,3.62
Sleeping Beauty,Animation|Children|Fantasy|Musical|Romance,3.62
Antz,Animation|Children|Fantasy|Musical,3.62
Yellow Submarine,Action|Adventure|Animation|Children|Comedy,3.61
101 Dalmatians,Animation|Children|Comedy,3.61
"American Tail, An",Adventure|Animation|Children|Comedy|Musical,3.61
Robots,Action|Adventure|Animation|Horror|Sci-Fi,3.61
"Road to El Dorado, The",Adventure|Animation|Children|Comedy|Musical,3.61
Alice in Wonderland,Adventure|Animation|Children|Comedy|Fantasy,3.6
All Dogs Go to Heaven 2,Adventure|Animation|Children,3.6
"Lord of the Rings, The",Adventure|Animation|Fantasy|Sci-Fi,3.58
"Polar Express, The",Adventure|Animation|Children|Comedy,3.58
Aladdin and the King of Thieves,Adventure|Animation|Children|Drama,3.58
Dinosaur,Animation|Children|Drama,3.55
Shrek the Third,Animation|Children|Comedy|Musical|Romance,3.55
Oliver & Company,Action|Adventure|Animation|Children|Sci-Fi,3.55
"Goofy Movie, A",Animation|Children|Comedy|Romance,3.53
Beavis and Butt-Head Do America,Adventure|Animation|Children|Fantasy,3.53
Happy Feet,Animation|Children,3.51
Small Soldiers,Animation|Children|Drama|Musical,3.51
Space Jam,Animation|Comedy,3.5
Pete's Dragon,Adventure|Animation|Children|Drama|Musical,3.5
"American Tail: Fievel Goes West, An",Adventure|Animation|Children|Fantasy|Musical,3.49
Ice Age: Dawn of the Dinosaurs,Adventure|Animation|Children|Comedy,3.48
Shark Tale,Action|Adventure|Animation|Children|Comedy|IMAX,3.47
"Princess Bride, The",Adventure|Animation|Children|Comedy,3.47
Untitled Spider-Man Reboot,Animation|Children|Drama|Musical|Romance,3.45
Brazil,Animation|Children|Musical,3.45
Monty Python and the Holy Grail,Adventure|Animation|Children|Comedy|Fantasy,3.4
"Lord of the Rings: The Fellowship of the Ring, The",Adventure|Animation|Comedy|Fantasy|Musical,3.36
Dead Alive,Adventure|Animation|Children,3.35
Army of Darkness,Adventure|Animation|Children|Comedy,3.33
"Lord of the Rings: The Two Towers, The",Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.32
Star Wars: Episode VII - The Force Awakens,Animation|Children,3.31
Evil Dead II,Adventure|Animation|Children|Fantasy|Musical,3.31
Harry Potter and the Prisoner of Azkaban,Adventure|Animation|Children|Fantasy|Musical|Romance,3.27
Harry Potter and the Deathly Hallows: Part 1,Adventure|Animation|Children|Fantasy,3.27
Young Frankenstein,Adventure|Animation|Children|Fantasy|IMAX,3.27
Groundhog Day,Animation|Children|Drama|Musical|Romance,3.26
Rogue One: A Star Wars Story,Adventure|Animation|Children|Crime|Drama,3.23
Harry Potter and the Half-Blood Prince,Animation|Children|Comedy|Fantasy|Musical|Romance,3.23
Hellboy II: The Golden Army,Adventure|Animation|Children,3.21
"Hobbit: An Unexpected Journey, The",Adventure|Animation|Children|Comedy|Fantasy,3.19
Harry Potter and the Goblet of Fire,Adventure|Animation|Children|Comedy|Musical,3.18
Mary Poppins,Animation|Children|Comedy|Romance,3.12
"Evil Dead, The",Adventure|Animation|Comedy|Crime,3.03
Big Trouble in Little China,Adventure|Animation|Children|Comedy|IMAX,3.0
"Wizard of Oz, The",Animation|Children|Fantasy|War,2.94
Pirates of the Caribbean: The Curse of the Black Pearl,Animation|Children|Comedy|Drama|Fantasy,2.87
