title,genres,weightedAverage
Cloud Atlas,Mystery|Sci-Fi|Thriller,4.0
The Hunger Games: Catching Fire,Action|Animation|Drama|Sci-Fi,4.0
The Butterfly Effect,Action|Adventure|Sci-Fi|Thriller,3.98
Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,3.98
Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|IMAX,3.97
Bill & Ted's Excellent Adventure,Action|Adventure|Sci-Fi,3.96
Pacific Rim,Action|Adventure|Sci-Fi|Thriller,3.96
Dredd,Drama|Sci-Fi|War,3.95
28 Weeks Later,Drama|Sci-Fi,3.94
X-Men,Adventure|Comedy|Sci-Fi|Thriller,3.94
Sleeper,Drama|Sci-Fi,3.92
9,Sci-Fi|Thriller|IMAX,3.92
Invasion of the Body Snatchers,Drama|Sci-Fi|Thriller,3.92
"Avengers, The",Action|Adventure|Sci-Fi,3.91
Akira,Action|Adventure|Comedy|Sci-Fi,3.91
Looper,Action|Adventure|Sci-Fi,3.91
Time Bandits,Action|Adventure|Sci-Fi|Thriller,3.91
Jurassic Park,Action|Drama|Mystery|Sci-Fi|Thriller,3.91
Night of the Living Dead,Action|Comedy|Sci-Fi,3.9
Contact,Drama|Romance|Sci-Fi|Thriller,3.9
Captain America: Civil War,Adventure|Sci-Fi,3.9
Star Trek Beyond,Action|Adventure|Sci-Fi|IMAX,3.89
Sunshine,Children|Drama|Sci-Fi,3.89
1984,Drama|Sci-Fi|IMAX,3.89
Gravity,Action|Adventure|Sci-Fi|IMAX,3.88
Total Recall,Drama|Sci-Fi|Thriller,3.87
Avatar,Adventure|Drama|Sci-Fi,3.87
Iron Man 3,Action|Adventure|Sci-Fi|Thriller,3.87
Captain America: The First Avenger,Adventure|Comedy|Sci-Fi,3.87
"I, Robot",Action|Adventure|Sci-Fi|IMAX,3.86
Spider-Man,Action|Sci-Fi,3.86
Pitch Black,Horror|Sci-Fi|Thriller,3.86
I Am Legend,Mystery|Sci-Fi|Thriller|IMAX,3.86
In Time,Action|Adventure|Sci-Fi,3.86
2010: The Year We Make Contact,Comedy|Sci-Fi,3.86
Superman,Adventure|Animation|Sci-Fi,3.86
Iron Man 2,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
Predators,Horror|Sci-Fi|Thriller,3.85
Final Fantasy VII: Advent Children,Action|Adventure|Sci-Fi|IMAX,3.85
Re-Animator,Action|Adventure|Animation|Sci-Fi,3.85
Galaxy Quest,Action|Crime|Sci-Fi,3.84
Ender's Game,Adventure|Comedy|Fantasy|Sci-Fi,3.83
Predator,Action|Adventure|Sci-Fi|Thriller,3.83
Unbreakable,Horror|Sci-Fi|Thriller,3.82
Avengers: Age of Ultron,Drama|Sci-Fi,3.82
The Hunger Games,Action|Sci-Fi|Thriller,3.82
Snowpiercer,Action|Crime|Mystery|Sci-Fi|Thriller,3.82
Rise of the Planet of the Apes,Animation|Drama|Mystery|Sci-Fi|Thriller,3.82
Mad Max,Action|Adventure|Sci-Fi,3.8
Solaris,Adventure|Drama|Sci-Fi|Thriller,3.79
Back to the Future Part II,Drama|Sci-Fi,3.79
Men in Black,Action|Sci-Fi|IMAX,3.78
Spaceballs,Action|Adventure|Sci-Fi|Thriller,3.76
Dune,Action|Adventure|Sci-Fi|IMAX,3.76
Elysium,Action|Sci-Fi|Thriller|IMAX,3.75
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",Action|Adventure|Sci-Fi|Thriller|War,3.75
Heavy Metal,Action|Adventure|Sci-Fi|Thriller,3.74
"World's End, The",Action|Adventure|Sci-Fi|Thriller,3.73
Sneakers,Action|Adventure|Animation|Children|Comedy|Sci-Fi,3.73
"Abyss, The",Horror|Sci-Fi|Thriller,3.72
"Island, The",Action|Horror|Sci-Fi|Thriller|IMAX,3.71
Dawn of the Planet of the Apes,Crime|Sci-Fi|Thriller,3.71
Star Wars: Episode III - Revenge of the Sith,Sci-Fi,3.71
Grindhouse,Action|Adventure|Sci-Fi,3.7
Independence Day,Action|Adventure|Sci-Fi|Thriller|IMAX,3.7
"Hitchhiker's Guide to the Galaxy, The",Action|Sci-Fi|Thriller,3.7
Mystery Science Theater 3000: The Movie,Action|Adventure|Animation|Fantasy|Sci-Fi,3.7
X-Men: The Last Stand,Comedy|Horror|Sci-Fi,3.7
Final Fantasy: The Spirits Within,Adventure|Comedy|Sci-Fi,3.69
"Mist, The",Action|Adventure|Sci-Fi|IMAX,3.69
Star Trek IV: The Voyage Home,Action|Sci-Fi|Thriller,3.69
"Wolverine, The",Drama|Sci-Fi,3.68
Tremors,Action|Adventure|Sci-Fi,3.67
Transformers,Action|Adventure|Drama|Sci-Fi|Thriller,3.67
Déjà Vu,Action|Drama|Sci-Fi,3.67
"Matrix Reloaded, The",Action|Drama|Sci-Fi|Thriller,3.67
A.I. Artificial Intelligence,Action|Adventure|Sci-Fi,3.66
Hot Tub Time Machine,Drama|Romance|Sci-Fi,3.65
"20,000 Leagues Under the Sea",Adventure|Comedy|Sci-Fi,3.64
Repo Man,Action|Comedy|Sci-Fi,3.64
"Chronicles of Riddick, The",Drama|Fantasy|Mystery|Sci-Fi,3.64
Prometheus,Comedy|Sci-Fi,3.63
Back to the Future Part III,Adventure|Sci-Fi,3.62
Escape from New York,Action|Drama|Sci-Fi|IMAX,3.62
Oblivion,Adventure|Comedy|Sci-Fi,3.62
Men in Black III,Action|Adventure|Animation|Horror|Sci-Fi,3.61
Terminator Salvation,Action|Comedy|Sci-Fi,3.61
"Amazing Spider-Man, The",Action|Comedy|Crime|Drama|Sci-Fi,3.61
RoboCop,Action|Adventure|Sci-Fi|Thriller,3.61
Man of Steel,Action|Sci-Fi|Thriller,3.61
Outbreak,Sci-Fi,3.6
WarGames,Action|Adventure|Sci-Fi,3.59
Jurassic World,Mystery|Romance|Sci-Fi|Thriller,3.59
"Rocky Horror Picture Show, The",Action|Crime|Horror|Sci-Fi|Thriller,3.59
Screamers,Action|Adventure|Sci-Fi|Thriller,3.59
Paul,Adventure|Comedy|Sci-Fi,3.59
"Fly, The",Comedy|Sci-Fi,3.58
Starship Troopers,Action|Sci-Fi|Thriller,3.58
Stargate,Adventure|Animation|Fantasy|Sci-Fi,3.58
Short Circuit,Horror|Sci-Fi,3.57
Tron,Adventure|Comedy|Sci-Fi,3.56
Westworld,Action|Adventure|Fantasy|Sci-Fi,3.56
Star Trek: Generations,Comedy|Horror|Sci-Fi,3.56
"Incredible Hulk, The",Action|Sci-Fi|Thriller|IMAX,3.56
"Adjustment Bureau, The",Action|Crime|Mystery|Sci-Fi|Thriller,3.55
Star Wars: The Last Jedi,Action|Sci-Fi|Thriller,3.55
Tron: Legacy,Action|Adventure|Animation|Children|Sci-Fi,3.55
Planet of the Apes,Action|Adventure|Sci-Fi|Thriller|IMAX,3.55
War of the Worlds,Adventure|Drama|Sci-Fi,3.54
Star Trek III: The Search for Spock,Comedy|Sci-Fi,3.53
Mad Max Beyond Thunderdome,Drama|Mystery|Sci-Fi|Thriller,3.53
"Matrix Revolutions, The",Adventure|Drama|Sci-Fi,3.53
Cocoon,Comedy|Sci-Fi,3.52
"Running Man, The",Horror|Mystery|Sci-Fi|Thriller,3.52
Signs,Action|Sci-Fi|Thriller,3.52
Terminator 3: Rise of the Machines,Action|Horror|Sci-Fi|IMAX,3.52
"Rocketeer, The",Adventure|Comedy|Sci-Fi|Western,3.52
"Saint, The",Action|Adventure|Sci-Fi|Thriller,3.51
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Sci-Fi|IMAX,3.5
Superman Returns,Action|Comedy|Sci-Fi|IMAX,3.5
Resident Evil: Extinction,Action|Adventure|Sci-Fi|Thriller,3.5
Star Trek: Insurrection,Action|Adventure|Sci-Fi|IMAX,3.5
Spider-Man 3,Action|Crime|Drama|Sci-Fi|Thriller,3.5
X-Men: Apocalypse,Action|Adventure|Fantasy|Sci-Fi|IMAX,3.5
Logan's Run,Action|Drama|Sci-Fi|Thriller,3.49
"Day After Tomorrow, The",Drama|Sci-Fi|Thriller,3.48
Jumper,Action|Mystery|Sci-Fi|Thriller,3.48
Alien³,Action|Adventure|Drama|Sci-Fi|Thriller,3.48
John Carter,Comedy|Horror|Musical|Sci-Fi,3.48
Moonraker,Action|Sci-Fi|Thriller,3.47
Weird Science,Adventure|Comedy|Sci-Fi,3.47
Star Trek: Nemesis,Drama|Horror|Sci-Fi|Thriller,3.46
"War of the Worlds, The",Action|Sci-Fi,3.46
Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi,3.46
Deep Impact,Comedy|Sci-Fi,3.45
Starman,Action|Adventure|Sci-Fi,3.44
Divergent,Action|Sci-Fi|Thriller|Western,3.44
Mars Attacks!,Adventure|Drama|Sci-Fi,3.44
Powder,Action|Sci-Fi,3.43
Demolition Man,Romance|Sci-Fi|Thriller,3.43
Surrogates,Action|Mystery|Sci-Fi,3.43
Armageddon,Action|Adventure|Fantasy|Sci-Fi,3.42
Resident Evil,Action|Adventure|Sci-Fi|IMAX,3.42
Evolution,Action|Drama|Sci-Fi,3.41
Paycheck,Action|Adventure|Sci-Fi|Thriller,3.4
"Arrival, The",Action|Adventure|Sci-Fi,3.38
Innerspace,Action|Adventure|Sci-Fi,3.38
Alien Nation,Action|Adventure|Sci-Fi|Thriller|IMAX,3.38
X-Men Origins: Wolverine,Comedy|Sci-Fi,3.37
Bill & Ted's Bogus Journey,Action|Sci-Fi,3.35
Ghostbusters II,Horror|Sci-Fi|Thriller,3.35
Men in Black II,Action|Adventure|Sci-Fi,3.33
Superman II,Action|Adventure|Sci-Fi,3.33
Next,Action|Romance|Sci-Fi|Thriller,3.33
Star Trek: The Motion Picture,Action|Adventure|Sci-Fi|IMAX,3.32
Suicide Squad,Action|Adventure|Sci-Fi|IMAX,3.32
"Thirteenth Floor, The",Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.32
Escape from the Planet of the Apes,Action|Horror|Sci-Fi|Thriller,3.3
Flatliners,Action|Drama|Romance|Sci-Fi,3.3
Mary Shelley's Frankenstein,Action|Adventure|Sci-Fi|Thriller|IMAX,3.3
Aeon Flux,Action|Adventure|Fantasy|Sci-Fi,3.29
Indiana Jones and the Kingdom of the Crystal Skull,Adventure|Children|Sci-Fi,3.29
Escape from L.A.,Action|Adventure|Sci-Fi,3.29
Predator 2,Action|Adventure|Drama|Sci-Fi|Thriller,3.28
Event Horizon,Action|Adventure|Drama|Sci-Fi|Thriller,3.28
Space Cowboys,Action|Horror|Sci-Fi|Thriller,3.28
Tank Girl,Action|Adventure|Sci-Fi|IMAX,3.27
Alien: Resurrection,Action|Adventure|Sci-Fi|Thriller,3.27
"One, The",Comedy|Fantasy|Sci-Fi,3.27
AVP: Alien vs. Predator,Action|Drama|Sci-Fi|Thriller,3.26
Lucy,Action|Drama|Sci-Fi,3.25
Waterworld,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25
Village of the Damned,Action|Adventure|Sci-Fi,3.24
"Time Machine, The",Drama|Sci-Fi|Thriller,3.23
"6th Day, The",Adventure|Drama|Romance|Sci-Fi,3.23
Jurassic Park III,Adventure|Romance|Sci-Fi|IMAX,3.22
Fantastic Four,Action|Comedy|Sci-Fi,3.21
Forever Young,Drama|Sci-Fi,3.21
Resident Evil: Apocalypse,Action|Adventure|Sci-Fi,3.21
Phantasm,Action|Sci-Fi|Thriller,3.21
Deep Blue Sea,Action|Romance|Sci-Fi|Thriller,3.2
Sphere,Action|Horror|Sci-Fi|Thriller,3.2
"Dude, Where's My Car?",Action|Mystery|Sci-Fi,3.19
Mission to Mars,Comedy|Sci-Fi,3.19
Sky Captain and the World of Tomorrow,Action|Sci-Fi|Thriller,3.18
Junior,Action|Sci-Fi|Thriller,3.18
"Lost World: Jurassic Park, The",Action|Adventure|Comedy|Sci-Fi,3.17
Bicentennial Man,Crime|Drama|Sci-Fi|Thriller,3.15
"Island of Dr. Moreau, The",Action|Sci-Fi|Thriller,3.15
Virtuosity,Adventure|Comedy|Fantasy|Sci-Fi,3.15
Beneath the Planet of the Apes,Comedy|Fantasy|Sci-Fi,3.15
"Lawnmower Man, The",Action|Comedy|Sci-Fi,3.15
Conquest of the Planet of the Apes,Action|Sci-Fi,3.14
The Amazing Spider-Man 2,Action|Sci-Fi|Thriller,3.14
Hulk,Action|Children|Comedy|Fantasy|Sci-Fi,3.12
"League of Extraordinary Gentlemen, The",Adventure|Sci-Fi,3.11
"Nutty Professor, The",Action|Crime|Sci-Fi,3.08
Fantastic Four: Rise of the Silver Surfer,Drama|Sci-Fi|Thriller,3.08
RoboCop 2,Action|Sci-Fi,3.07
Johnny Mnemonic,Horror|Sci-Fi|Thriller,3.07
Spawn,Drama|Horror|Sci-Fi,3.07
2012,Action|Sci-Fi,3.05
Species,Action|Adventure|Comedy|Sci-Fi,3.05
Judge Dredd,Action|Adventure|Sci-Fi|Thriller,3.05
Star Trek V: The Final Frontier,Action|Sci-Fi|Thriller,3.05
Barb Wire,Horror|Sci-Fi|Thriller,3.04
"Faculty, The",Action|Adventure|Comedy|Sci-Fi,3.04
Bulletproof Monk,Action|Comedy|Sci-Fi,3.03
Transformers: Dark of the Moon,Action|Horror|Sci-Fi,3.02
Timecop,Action|Sci-Fi|Thriller,3.0
Mimic,Action|Horror|Sci-Fi|Thriller,3.0
Batman v Superman: Dawn of Justice,Action|Sci-Fi,3.0
Green Lantern,Action|Adventure|Sci-Fi,3.0
Transformers: Revenge of the Fallen,Horror|Sci-Fi,3.0
Lost in Space,Action|Adventure|Sci-Fi,3.0
Red Planet,Action|Adventure|Mystery|Sci-Fi,2.98
Coneheads,Action|Sci-Fi|Thriller,2.95
Hollow Man,Action|Adventure|Sci-Fi|Thriller,2.94
RoboCop 3,Action|Adventure|Sci-Fi,2.94
Universal Soldier,Drama|Romance|Sci-Fi,2.93
Superman III,Action|Horror|Sci-Fi|Thriller,2.93
"Astronaut's Wife, The",Horror|Sci-Fi,2.93
Wild Wild West,Action|Horror|Sci-Fi|Thriller,2.93
Godzilla,Sci-Fi|Thriller,2.91
Howard the Duck,Comedy|Sci-Fi,2.91
Ultraviolet,Adventure|Children|Comedy|Fantasy|Sci-Fi,2.91
Doom,Sci-Fi,2.9
Battlefield Earth,Action|Adventure|Sci-Fi,2.89
Superman IV: The Quest for Peace,Comedy|Sci-Fi,2.89
All Quiet on the Western Front,Action|Adventure|Sci-Fi|Thriller,2.88
"Boondock Saints, The",Drama|Romance|Sci-Fi,2.87
Elite Squad,Sci-Fi|Thriller,2.85
Once Upon a Time in the West,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.85
Fight Club,Action|Sci-Fi|Thriller,2.84
"Dark Knight, The",Action|Sci-Fi,2.83
"Princess Bride, The",Action|Horror|Sci-Fi|Thriller,2.83
"Boot, Das",Action|Sci-Fi,2.83
Inglourious Basterds,Action|Sci-Fi|IMAX,2.82
Seven Samurai,Action|Adventure|Sci-Fi,2.82
Apocalypse Now,Action|Fantasy|Sci-Fi,2.81
Raiders of the Lost Ark,Comedy|Fantasy|Romance|Sci-Fi,2.81
Yojimbo,Action|Adventure|Sci-Fi,2.8
Untitled Spider-Man Reboot,Action|Crime|Sci-Fi|Thriller,2.8
For a Few Dollars More,Action|Sci-Fi|Thriller,2.79
Zero Dark Thirty,Action|Adventure|Sci-Fi|Thriller,2.77
City of God,Action|Drama|Sci-Fi|Thriller,2.76
Saving Private Ryan,Horror|Sci-Fi,2.76
"Lord of the Rings: The Return of the King, The",Action|Crime|Sci-Fi,2.74
"Outlaw Josey Wales, The",Action|Sci-Fi,2.73
"Great Escape, The",Action|Sci-Fi,2.7
Kelly's Heroes,Horror|Sci-Fi,2.65
"Hurt Locker, The",Action|Adventure|Sci-Fi,2.64
"Good, the Bad and the Ugly, The",Action|Adventure|Sci-Fi|War|IMAX,2.64
Ong-Bak: The Thai Warrior,Action|Sci-Fi|Thriller,2.62
3:10 to Yuma,Horror|Sci-Fi|Thriller,2.62
Enter the Dragon,Action|Adventure|Fantasy|Sci-Fi,2.62
"Femme Nikita, La",Action|Adventure|Sci-Fi,2.6
Into the Wild,Action|Adventure|Sci-Fi|IMAX,2.6
Kill Bill: Vol. 1,Action|Adventure|Sci-Fi,2.59
"Legend of Drunken Master, The",Action|Sci-Fi|Thriller,2.54
Scarface,Comedy|Sci-Fi,2.52
Army of Darkness,Horror|Sci-Fi|Thriller,2.49
Indiana Jones and the Last Crusade,Action|Crime|Drama|Sci-Fi|Thriller,2.43
Battle Royale,Action|Sci-Fi,2.41
"Dark Knight Rises, The",Action|Adventure|Sci-Fi,2.41
Hero,Horror|Sci-Fi|Thriller,2.36
Casino Royale,Action|Comedy|Sci-Fi|Western,2.34
Run Lola Run,Action|Sci-Fi|Thriller,2.33
Evil Dead II,Adventure|Comedy|Sci-Fi,2.25
Django Unchained,Action|Fantasy|Sci-Fi|Thriller,2.23
Braveheart,Action|Horror|Sci-Fi,2.2
Léon: The Professional,Children|Comedy|Sci-Fi,2.15
"Last Samurai, The",Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.1
Kingsman: The Secret Service,Action|Sci-Fi,1.79
Henry V,Action|Adventure|Sci-Fi,1.75
Dawn of the Dead,Action|Drama|War,4.6
Harry Potter and the Deathly Hallows: Part 1,Action|Crime|Drama|Thriller,4.51
Jaws,Action|Crime|Drama|Thriller,4.5
Empire of the Sun,Action|Drama|Western,4.5
"Fistful of Dollars, A",Action|Crime|Drama|Thriller,4.44
Ip Man,Action|Sci-Fi,4.44
Drunken Master,Action|Crime|Drama|IMAX,4.43
"Killer, The",Action|Adventure|Comedy|Fantasy|Romance,4.37
Ben-Hur,Action|Drama|War,4.35
"Longest Day, The",Action|Drama|War,4.34
Gladiator,Action|Adventure|Sci-Fi,4.33
Princess Mononoke,Action|Adventure|Drama,4.33
"Blind Swordsman: Zatoichi, The",Action|Adventure|Sci-Fi,4.33
Batman Begins,Action|Drama|War,4.33
How to Train Your Dragon 2,Action|Sci-Fi|Thriller,4.32
Zombieland,Action|Adventure,4.32
"Untouchables, The",Action|Adventure,4.31
Shaolin Soccer,Action|Adventure|Fantasy,4.31
Kill Bill: Vol. 2,Action|Drama|Thriller|Western,4.3
Big Hero 6,Action|Drama|Thriller,4.29
"Professional, The",Action|Adventure|Crime|Drama|Thriller,4.29
Munich,Action|Adventure|Mystery|Romance|Thriller,4.28
21 Jump Street,Action|Drama|War,4.28
Shooter,Action|Adventure|Drama|Fantasy,4.28
"Crouching Tiger, Hidden Dragon",Action|Adventure|Drama|Thriller|Western,4.28
"French Connection, The",Action|Adventure|Drama|War,4.28
The Count of Monte Cristo,Action|Comedy|War,4.27
"Dirty Dozen, The",Action|Drama|Thriller|War,4.26
Butch Cassidy and the Sundance Kid,Action|Adventure|Western,4.25
Skyfall,Action|Adventure|Sci-Fi,4.25
Heat,Action|Thriller,4.25
White Squall,Action|Adventure|Sci-Fi,4.25
Rush,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
"Hunt for Red October, The",Action|Adventure|Sci-Fi,4.25
American Sniper,Action|Animation|Sci-Fi|Thriller,4.25
Ninja Scroll,Action|Crime|Drama|Western,4.24
John Wick,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.24
Body of Lies,Action|Crime,4.23
Big Trouble in Little China,Action|Sci-Fi|Thriller,4.23
RocknRolla,Action|Crime|Romance|Thriller,4.23
"Bourne Supremacy, The",Action|Comedy|Crime|Mystery,4.23
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Drama,4.22
Blood Diamond,Action|Horror|Sci-Fi,4.21
Black Hawk Down,Action|Sci-Fi|IMAX,4.2
Dirty Harry,Action|Crime|Thriller,4.2
Die Hard,Action|Comedy,4.19
Collateral,Action|Crime|Drama,4.19
Goldfinger,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.19
"Blues Brothers, The",Action|Adventure|Comedy|Fantasy|Horror,4.18
"Last of the Mohicans, The",Action|Adventure,4.18
Fury,Action|Drama|Horror|Thriller,4.17
Lord of War,Action|Adventure|Crime|IMAX,4.16
300,Action|Adventure|Sci-Fi,4.16
Kick-Ass,Action|Adventure|Drama,4.16
Tombstone,Action|Adventure|Thriller,4.16
Highlander,Action|Crime,4.15
"Bourne Ultimatum, The",Action|Adventure|Sci-Fi,4.15
"Italian Job, The",Action|Comedy|Fantasy|Horror,4.15
Spy,Action|Adventure|Fantasy|Sci-Fi|IMAX,4.15
Taken,Action|Drama|Western,4.14
Scott Pilgrim vs. the World,Action|Drama|War,4.14
"Bank Job, The",Action|Adventure|Drama|Sci-Fi|Thriller,4.14
Three Kings,Action|Crime|Drama|Thriller,4.14
Pineapple Express,Action|Adventure|Drama|War,4.13
22 Jump Street,Action|Adventure|Drama|Fantasy|Mystery|IMAX,4.12
Live and Let Die,Action|Adventure|Sci-Fi|Thriller,4.12
From Russia with Love,Action|Adventure|Comedy|Crime,4.11
Mission: Impossible - Rogue Nation,Action|Drama|Romance|War,4.11
Dr. No,Action|Drama|Horror,4.11
Now You See Me 2,Action|Adventure|Fantasy|IMAX,4.11
Mission: Impossible - Ghost Protocol,Action|Sci-Fi|Thriller|IMAX,4.1
Jarhead,Action|Mystery|Sci-Fi|Thriller,4.1
Lethal Weapon,Action|Horror,4.1
House of Flying Daggers,Action|Adventure|Drama|War,4.1
Mission: Impossible III,Action|Western,4.1
Kung Fu Hustle,Action|Drama|War,4.1
Indiana Jones and the Temple of Doom,Action|Adventure|Horror|Sci-Fi,4.1
Spartacus,Action|Comedy,4.1
"Guns of Navarone, The",Action|Crime|Drama|Thriller,4.09
In the Line of Fire,Action|Crime|Mystery|Thriller,4.09
Underworld,Action|Adventure|Drama,4.09
The Interview,Action|Drama|War,4.09
Menace II Society,Action|Sci-Fi|Thriller,4.09
Heartbreak Ridge,Action|Adventure|Drama,4.09
Pirates of the Caribbean: Dead Man's Chest,Action|Adventure|Animation|Drama|Fantasy,4.08
"Treasure of the Sierra Madre, The",Action|Comedy|Crime|Drama,4.08
Midnight Run,Action|Sci-Fi,4.08
Tropic Thunder,Action|Adventure|Fantasy|Sci-Fi,4.07
48 Hrs.,Action|Mystery|Thriller,4.07
The Man from U.N.C.L.E.,Action|Adventure|Sci-Fi,4.07
"Man with the Golden Gun, The",Action|Adventure|Sci-Fi,4.07
Thor,Action|Crime|IMAX,4.07
Kingdom of Heaven,Action|Adventure|Animation,4.07
Jackass: The Movie,Action|Comedy|Horror,4.06
Quantum of Solace,Action|Crime|Drama,4.06
"Expendables 2, The",Action|Adventure|Animation|Children|Comedy|Fantasy,4.06
"Rock, The",Action|Adventure|Fantasy|Sci-Fi,4.06
Austin Powers: International Man of Mystery,Action|Adventure|Animation|Children|Comedy,4.06
First Blood,Action|Comedy,4.06
Red,Action|Crime|Film-Noir|Mystery|Thriller,4.06
"Book of Eli, The",Action|Drama|Thriller,4.05
"Transporter, The",Action|Animation|Comedy,4.05
Get Smart,Action|Drama|Thriller,4.05
Pirates of the Caribbean: At World's End,Action|Sci-Fi|Thriller,4.05
For Your Eyes Only,Action|Crime|Drama|Thriller,4.05
Shoot 'Em Up,Action|Adventure|Sci-Fi|Thriller|War,4.05
"Mariachi, El",Action|Adventure|Sci-Fi,4.04
"Crow, The",Action|Adventure|Animation|Children|Comedy,4.04
"History of Violence, A",Action|Comedy|Crime,4.04
Team America: World Police,Action|Drama|Thriller,4.04
"Score, The",Action|Drama|Romance,4.04
Desperado,Action|Crime|Thriller,4.03
"Recruit, The",Action|Adventure|Drama|Thriller,4.03
First Strike,Action|Drama|War,4.03
"Man in the Iron Mask, The",Action|Adventure|Sci-Fi|IMAX,4.03
Clear and Present Danger,Action|Adventure|Sci-Fi|IMAX,4.03
Speed,Action|Western,4.03
S.W.A.T.,Action|Adventure|Comedy|Sci-Fi,4.02
Date Night,Action|Sci-Fi|Thriller,4.02
Constantine,Action|Adventure|Thriller|IMAX,4.02
Ronin,Action|Crime|Thriller,4.02
Enemy of the State,Action|Mystery|Thriller,4.01
Die Hard: With a Vengeance,Action|Adventure|Drama,4.0
Troy,Action|Horror|Sci-Fi|Thriller,4.0
Diamonds Are Forever,Action|Comedy|Sci-Fi,4.0
Wonder Woman,Action|Drama,4.0
From Dusk Till Dawn,Action|Adventure|Sci-Fi|Thriller,4.0
Thunderball,Action|Adventure|Thriller,4.0
Dunkirk,Action|Horror|Sci-Fi,4.0
Thor: The Dark World,Action|War,4.0
"Ghost and the Darkness, The",Action|Adventure|Animation|Fantasy,4.0
Rumble in the Bronx,Action|Thriller,4.0
GoldenEye,Action|Drama|Thriller,4.0
Hellboy,Action|Adventure|Comedy|Fantasy,4.0
Rob Roy,Action|Adventure|Comedy|Crime|Mystery|Thriller,4.0
Spy Game,Action|Crime|Drama|Mystery|Thriller,4.0
"Patriot, The",Action|Animation|Drama|Sci-Fi,4.0
Falling Down,Action|Crime,4.0
Live Free or Die Hard,Action|Adventure|Sci-Fi|Thriller,3.98
Jack Reacher,Action|Crime|Thriller,3.97
Patriot Games,Action|Adventure|Comedy|Fantasy,3.97
Crank,Action|Adventure|Sci-Fi|IMAX,3.97
True Lies,Action|Adventure|Crime|Drama|Thriller|War,3.96
"Punisher, The",Action|Adventure|Sci-Fi|Thriller,3.96
"Naked Gun: From the Files of Police Squad!, The",Action|Adventure|Sci-Fi,3.96
Romancing the Stone,Action|Drama|War,3.96
"Spy Who Loved Me, The",Action|Crime|Thriller,3.95
Rush Hour 2,Action|Crime|Thriller,3.95
Kick-Ass 2,Action|Crime|Drama|Thriller,3.95
U-571,Action|Adventure|Thriller,3.94
Talladega Nights: The Ballad of Ricky Bobby,Action|Comedy|Musical,3.93
Die Hard 2,Action|Romance|War|Western,3.92
"Knight's Tale, A",Action|Adventure|Animation|Children|Comedy|IMAX,3.92
Beverly Hills Cop,Action|Drama|War,3.92
French Kiss,Action|Drama|Mystery|Sci-Fi|Thriller,3.91
Willow,Action|Adventure|Comedy|Sci-Fi,3.91
Blade,Action|Adventure|Sci-Fi|Thriller,3.91
Face/Off,Action|Crime|Drama|Thriller|War,3.91
Payback,Action|Adventure|Sci-Fi,3.91
Batman,Action|Adventure|Sci-Fi,3.91
We Were Soldiers,Action|Fantasy|War|IMAX,3.91
Red Dawn,Action|Comedy,3.91
This Is the End,Action|Drama|Western,3.91
Rocky Balboa,Action|Comedy|Sci-Fi,3.9
Chappie,Action|Adventure|Fantasy,3.9
Mr. & Mrs. Smith,Action|Adventure|Sci-Fi|IMAX,3.89
Ocean's Twelve,Action|Crime|Thriller,3.89
King Kong,Action|Adventure|Sci-Fi|IMAX,3.88
"Mexican, The",Action|Crime,3.88
On Her Majesty's Secret Service,Action|Adventure|Animation|Children|Comedy|Western,3.88
Air Force One,Action|Comedy|Crime,3.88
"World Is Not Enough, The",Action|Adventure|Sci-Fi|Thriller,3.87
Top Gun,Action|Adventure|Sci-Fi,3.86
Pirates of the Caribbean: On Stranger Tides,Action|Crime|Drama|Thriller,3.86
"Long Kiss Goodnight, The",Action|Comedy|Fantasy|Musical|Romance,3.86
Rush Hour,Action|Adventure|Sci-Fi|IMAX,3.86
Transporter 2,Action|Sci-Fi,3.86
Starsky & Hutch,Action|Adventure|Animation|Sci-Fi,3.85
"Thin Red Line, The",Action|Adventure|Sci-Fi|IMAX,3.85
Gone in 60 Seconds,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
"Other Guys, The",Action|Crime|Thriller,3.85
"Living Daylights, The",Action|Adventure|Comedy|Drama|War,3.84
Blade II,Action|Comedy|Crime,3.84
"Rundown, The",Action|Comedy|Crime,3.84
Courage Under Fire,Action|Crime|Sci-Fi,3.84
Wanted,Action|Adventure|Thriller,3.83
Behind Enemy Lines,Action|Animation|Mystery|IMAX,3.83
