title,genres,weightedAverage
Friday the 13th,Horror|Mystery|Thriller,2.94
Jurassic Park III,Action|Adventure|Sci-Fi|Thriller,2.94
Deep Blue Sea,Action|Horror|Sci-Fi|Thriller,2.93
Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,2.93
"Crow: City of Angels, The",Action|Thriller,2.93
"Devil's Own, The",Action|Drama|Thriller,2.93
"Siege, The",Action|Thriller,2.92
Sphere,Sci-Fi|Thriller,2.91
Thinner,Horror|Thriller,2.91
Mulholland Falls,Crime|Drama|Thriller,2.9
Hard Target,Action|Adventure|Crime|Thriller,2.9
Blown Away,Action|Thriller,2.9
Miami Vice,Action|Crime|Drama|Thriller,2.9
Mission: Impossible II,Action|Adventure|Thriller,2.9
Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Comedy|Romance|Thriller,2.88
"10,000 BC",Adventure|Romance|Thriller,2.88
"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,2.88
"Stepford Wives, The",Comedy|Fantasy|Thriller,2.87
Drop Zone,Action|Thriller,2.86
"Island of Dr. Moreau, The",Sci-Fi|Thriller,2.85
Virtuosity,Action|Sci-Fi|Thriller,2.84
2 Fast 2 Furious,Action|Crime|Thriller,2.84
"Lawnmower Man, The",Action|Horror|Sci-Fi|Thriller,2.83
"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,2.82
End of Days,Action|Fantasy|Horror|Mystery|Thriller,2.8
"Skulls, The",Thriller,2.8
"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,2.8
RoboCop 2,Action|Crime|Sci-Fi|Thriller,2.8
Snake Eyes,Action|Crime|Mystery|Thriller,2.8
Scream 3,Comedy|Horror|Mystery|Thriller,2.79
Shaft,Action|Crime|Thriller,2.79
City Hall,Drama|Thriller,2.79
Snakes on a Plane,Action|Comedy|Horror|Thriller,2.79
Johnny Mnemonic,Action|Sci-Fi|Thriller,2.79
Beverly Hills Cop III,Action|Comedy|Crime|Thriller,2.78
Spawn,Action|Adventure|Sci-Fi|Thriller,2.77
2012,Action|Drama|Sci-Fi|Thriller,2.76
"Juror, The",Drama|Thriller,2.76
Child's Play,Horror|Thriller,2.75
Lake Placid,Horror|Thriller,2.75
Daylight,Action|Adventure|Drama|Thriller,2.75
Absolute Power,Mystery|Thriller,2.75
Rambo: First Blood Part II,Action|Adventure|Thriller,2.74
Diabolique,Drama|Thriller,2.73
"Amityville Horror, The",Drama|Horror|Mystery|Thriller,2.73
Dante's Peak,Action|Thriller,2.71
Jaws 2,Horror|Thriller,2.71
Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime|Thriller,2.67
Money Train,Action|Comedy|Crime|Drama|Thriller,2.67
Thirteen Ghosts,Horror|Thriller,2.67
Sliver,Thriller,2.67
Children of the Corn,Horror|Thriller,2.64
Candyman,Horror|Thriller,2.64
House on Haunted Hill,Horror|Thriller,2.64
Timecop,Action|Sci-Fi|Thriller,2.62
Mimic,Horror|Sci-Fi|Thriller,2.62
"Twilight Saga: Eclipse, The",Fantasy|Romance|Thriller|IMAX,2.6
Urban Legend,Horror|Thriller,2.6
Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,2.6
Twilight,Drama|Fantasy|Romance|Thriller,2.59
Boxing Helena,Drama|Mystery|Romance|Thriller,2.58
Another Stakeout,Comedy|Thriller,2.56
Red Planet,Action|Sci-Fi|Thriller,2.54
Last Man Standing,Action|Crime|Drama|Thriller,2.54
Reindeer Games,Action|Thriller,2.54
"Grudge, The",Horror|Mystery|Thriller,2.5
Hollow Man,Horror|Sci-Fi|Thriller,2.49
The Scorpion King,Action|Adventure|Fantasy|Thriller,2.45
RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,2.43
Ghost Rider,Action|Fantasy|Thriller,2.42
"American Werewolf in Paris, An",Comedy|Horror|Romance|Thriller,2.4
Batman & Robin,Action|Adventure|Fantasy|Thriller,2.36
"Astronaut's Wife, The",Horror|Sci-Fi|Thriller,2.36
I Know What You Did Last Summer,Horror|Mystery|Thriller,2.34
Godzilla,Action|Sci-Fi|Thriller,2.33
"Fast and the Furious: Tokyo Drift, The",Action|Crime|Drama|Thriller,2.27
Ultraviolet,Action|Fantasy|Sci-Fi|Thriller,2.23
"Haunting, The",Horror|Thriller,2.23
Volcano,Action|Drama|Thriller,2.2
I Still Know What You Did Last Summer,Horror|Mystery|Thriller,2.11
Anaconda,Action|Adventure|Thriller,2.04
Rambo III,Action|Adventure|Thriller|War,1.92
Speed 2: Cruise Control,Action|Romance|Thriller,1.68
Persuasion,Drama|Romance,4.55
His Girl Friday,Comedy|Romance,4.5
Sunset Blvd.,Drama|Film-Noir|Romance,4.44
In the Mood For Love,Drama|Romance,4.43
Harold and Maude,Comedy|Drama|Romance,4.42
"Philadelphia Story, The",Comedy|Drama|Romance,4.38
"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,4.37
Casablanca,Drama|Romance,4.36
It Happened One Night,Comedy|Romance,4.36
Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi,4.35
"King and I, The",Drama|Mystery|Romance|Thriller,4.33
Amelie,Drama|Musical|Romance,4.33
"Girl Who Leapt Through Time, The",Drama|Romance|Thriller,4.32
Talk to Her,Comedy|Romance,4.31
"Science of Sleep, The",Animation|Comedy|Drama|Romance|Sci-Fi,4.3
Life Is Beautiful,Film-Noir|Romance|Thriller,4.3
Forrest Gump,Drama|Romance,4.29
The Artist,Action|Adventure|Mystery|Romance|Thriller,4.28
WALL·E,Comedy|Drama|Fantasy|Romance,4.27
Howl's Moving Castle,Comedy|Drama|Romance|War,4.27
Cinderella Man,Comedy|Drama|Romance|War,4.27
Good Will Hunting,Comedy|Drama|Romance,4.27
Porco Rosso,Crime|Mystery|Romance|Thriller,4.26
Manhattan,Adventure|Animation|Children|Romance|Sci-Fi,4.26
Secretary,Adventure|Animation|Fantasy|Romance,4.25
About Time,Drama|Romance,4.24
Lost in Translation,Action|Crime|Romance|Thriller,4.23
Singin' in the Rain,Drama|Romance,4.23
Roman Holiday,Adventure|Animation|Comedy|Fantasy|Romance,4.21
"Graduate, The",Comedy|Drama|Romance,4.21
Doctor Zhivago,Comedy|Drama|Romance,4.2
Far from Heaven,Drama|Fantasy|Romance,4.2
American Beauty,Comedy|Drama|Romance,4.2
Cyrano de Bergerac,Comedy|Musical|Romance,4.19
"Beautiful Mind, A",Comedy|Drama|Romance,4.19
It's a Wonderful Life,Comedy|Drama|Romance,4.19
Adaptation,Drama|Romance|War,4.19
My Fair Lady,Drama|Romance,4.18
Let the Right One In,Drama|Romance,4.18
Before Sunrise,Comedy|Drama|Romance,4.17
Henry V,Drama|Romance,4.17
And Your Mother Too,Children|Drama|Fantasy|Romance,4.16
"Crazy, Stupid, Love.",Drama|Mystery|Romance|Thriller,4.15
Across the Universe,Comedy|Drama|Romance,4.15
Hannah and Her Sisters,Comedy|Drama|Musical|Romance,4.14
Love Actually,Drama|Fantasy|Horror|Romance,4.12
"Princess and the Frog, The",Drama|Romance,4.12
Tangled,Action|Drama|Romance|War,4.11
Shine,Drama|Romance,4.1
Harry Potter and the Half-Blood Prince,Comedy|Drama|Romance,4.1
Groundhog Day,Drama|Fantasy|Musical|Romance,4.09
Hamlet,Comedy|Drama|Romance,4.08
"Sound of Music, The",Comedy|Drama|Romance,4.08
When Harry Met Sally...,Animation|Children|Fantasy|Musical|Romance,4.08
Say Anything...,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,4.08
Dangerous Liaisons,Drama|Romance,4.08
Her,Adventure|Fantasy|Mystery|Romance|IMAX,4.07
"Apartment, The",Comedy|Fantasy|Romance,4.07
Big Fish,Crime|Drama|Romance,4.06
"Crouching Tiger, Hidden Dragon",Musical|Romance,4.06
Shrek,Comedy|Romance,4.06
"African Queen, The",Comedy|Drama|Romance,4.05
Juno,Drama|Romance,4.04
Slumdog Millionaire,Drama|Romance|Sci-Fi,4.04
Beautiful Girls,Comedy|Drama|Romance,4.04
City Lights,Drama|Fantasy|Romance,4.04
"Importance of Being Earnest, The",Action|Drama|Romance,4.04
Eat Drink Man Woman,Crime|Drama|Romance|Thriller,4.04
Moonrise Kingdom,Adventure|Animation|Children|Comedy|Fantasy|Romance,4.03
From Here to Eternity,Adventure|Comedy|Romance|War,4.03
Annie Hall,Comedy|Drama|Romance,4.03
"Illusionist, The",Crime|Drama|Romance,4.03
Emma,Comedy|Drama|Romance,4.0
Like Water for Chocolate,Comedy|Drama|Romance,4.0
Walk the Line,Comedy|Drama|Romance,4.0
Bottle Rocket,Comedy|Drama|Romance,4.0
Easy A,Comedy|Drama|Romance,4.0
Garden State,Drama|Romance|War,4.0
Delicatessen,Comedy|Romance,3.98
"Perks of Being a Wallflower, The",Drama|Fantasy|Mystery|Romance,3.98
The Theory of Everything,Comedy|Drama|Romance,3.97
Enchanted,Drama|Fantasy|Romance,3.97
Up in the Air,Comedy|Crime|Drama|Romance|Thriller,3.97
Breakfast at Tiffany's,Drama|Musical|Romance,3.97
Frida,Adventure|Comedy|Crime|Romance,3.96
"Hours, The",Comedy|Romance,3.96
About a Boy,Comedy|Drama|Romance,3.96
Stranger than Fiction,Comedy|Drama|Romance,3.95
Shall We Dance?,Drama|Romance,3.95
"Fisher King, The",Drama|Romance,3.94
Forgetting Sarah Marshall,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,3.94
Monsoon Wedding,Drama|Romance,3.94
Memoirs of a Geisha,Crime|Drama|Romance|Thriller,3.94
"Last of the Mohicans, The",Drama|Romance,3.94
Wings of Desire,Drama|Romance,3.94
When a Man Loves a Woman,Drama|Romance,3.93
Defending Your Life,Comedy|Drama|Romance,3.93
Knocked Up,Comedy|Drama|Fantasy|Romance,3.93
Sideways,Comedy|Drama|Romance,3.92
"Curious Case of Benjamin Button, The",Comedy|Crime|Mystery|Romance|Thriller,3.92
Bringing Up Baby,Comedy|Drama|Fantasy|Romance,3.92
"Room with a View, A",Comedy|Romance,3.92
"Virgin Suicides, The",Comedy|Romance,3.92
Modern Times,Drama|Romance,3.92
Closer,Action|Romance|War|Western,3.92
,Drama|Fantasy|Romance,3.92
Romeo and Juliet,Drama|Romance,3.91
Shakespeare in Love,Comedy|Drama|Fantasy|Romance,3.9
Sense and Sensibility,Drama|Romance|Sci-Fi|Thriller,3.9
William Shakespeare's Romeo + Juliet,Comedy|Drama|Romance,3.9
Much Ado About Nothing,Comedy|Drama|Romance,3.9
Ever After: A Cinderella Story,Drama|Fantasy|Mystery|Romance,3.89
Scott Pilgrim vs. the World,Comedy|Romance,3.89
Hoosiers,Drama|Romance,3.88
Beauty and the Beast,Drama|Romance,3.88
Atonement,Comedy|Drama|Romance,3.88
Punch-Drunk Love,Drama|Romance,3.88
"Purple Rose of Cairo, The",Comedy|Drama|Romance,3.88
As Good as It Gets,Drama|Romance,3.87
Frozen,Comedy|Drama|Romance,3.87
"Ugly Truth, The",Drama|Romance,3.87
Bridget Jones's Diary,Drama|Romance,3.86
"American in Paris, An",Comedy|Romance,3.86
"Goodbye Girl, The",Comedy|Drama|Romance,3.86
Big,Action|Comedy|Fantasy|Musical|Romance,3.86
Something's Gotta Give,Drama|Romance,3.86
"Jungle Book, The",Animation|Children|Fantasy|Musical|Romance|IMAX,3.85
Edward Scissorhands,Drama|Romance|War,3.85
Brokeback Mountain,Comedy|Drama|Romance,3.85
High Fidelity,Mystery|Romance|Thriller,3.85
There's Something About Mary,Comedy|Drama|Fantasy|Romance,3.85
Zack and Miri Make a Porno,Comedy|Drama|Romance,3.84
Out of Africa,Adventure|Animation|Comedy|Fantasy|Musical|Romance,3.83
House of Flying Daggers,Comedy|Drama|Romance,3.83
"Postman, The",Comedy|Drama|Romance,3.83
Sliding Doors,Musical|Romance,3.83
"Cooler, The",Comedy|Romance,3.83
Before Sunset,Comedy|Drama|Fantasy|Romance,3.82
Nobody's Fool,Comedy|Drama|Romance,3.82
What Dreams May Come,Adventure|Children|Romance,3.82
"Officer and a Gentleman, An",Drama|Fantasy|Romance,3.82
Stardust,Drama|Romance,3.82
"English Patient, The",Drama|Mystery|Romance|Thriller,3.81
Pride & Prejudice,Comedy|Drama|Romance,3.81
Better Off Dead...,Comedy|Romance,3.81
"40-Year-Old Virgin, The",Comedy|Drama|Romance,3.81
Corpse Bride,Drama|Romance,3.8
Spartacus,Action|Drama|Romance,3.8
Shrek 2,Comedy|Drama|Romance,3.8
Midnight in Paris,Drama|Romance,3.8
Mulan,Comedy|Drama|Romance,3.8
"Notebook, The",Drama|Romance,3.8
Moulin Rouge,Comedy|Drama|Romance,3.79
Jerry Maguire,Adventure|Drama|Fantasy|Romance,3.79
"Proposal, The",Drama|Romance,3.79
Circle of Friends,Adventure|Comedy|Fantasy|Romance,3.79
Chasing Amy,Drama|Romance|War,3.78
Grosse Pointe Blank,Drama|Romance,3.78
50 First Dates,Comedy|Romance,3.78
"American President, The",Comedy|Romance,3.77
Sixteen Candles,Animation|Comedy|Fantasy|Musical|Romance,3.77
Strictly Ballroom,Action|Drama|Romance|War,3.77
Gone with the Wind,Adventure|Animation|Children|Comedy|Musical|Romance,3.76
Immortal Beloved,Comedy|Fantasy|Romance,3.76
"Definitely, Maybe",Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.76
"Walk to Remember, A",Drama|Romance,3.76
"Fountain, The",Drama|Musical|Romance,3.76
Warm Bodies,Drama|Romance,3.75
Wedding Crashers,Comedy|Romance,3.75
Bull Durham,Drama|Romance,3.75
Kingdom of Heaven,Comedy|Drama|Romance,3.75
"Misérables, Les",Comedy|Crime|Romance,3.75
"Majestic, The",Comedy|Romance,3.74
Chocolat,Comedy|Drama|Romance,3.74
"Ideal Husband, An",Comedy|Romance,3.73
"Joy Luck Club, The",Comedy|Romance,3.73
Barcelona,Drama|Romance|War,3.73
10 Things I Hate About You,Drama|Romance,3.72
Don Juan DeMarco,Comedy|Drama|Romance,3.71
Leaving Las Vegas,Drama|Romance,3.71
My Best Friend's Wedding,Drama|Fantasy|Romance,3.71
West Side Story,Comedy|Horror|Romance,3.71
Victor/Victoria,Comedy|Romance,3.71
Keeping the Faith,Comedy|Drama|Romance,3.71
Coming to America,Action|Drama|Romance|War,3.71
"Piano, The",Drama|Romance|Thriller,3.7
Desperado,Crime|Drama|Romance|War,3.7
Solaris,Comedy|Drama|Romance,3.7
Saturday Night Fever,Drama|Romance,3.7
I Now Pronounce You Chuck and Larry,Comedy|Romance,3.7
Shadowlands,Drama|Romance,3.7
"Big Blue, The",Comedy|Romance,3.69
Date Night,Comedy|Romance,3.69
Dave,Comedy|Drama|Romance,3.68
"Remains of the Day, The",Drama|Romance,3.68
Twelfth Night,Comedy|Romance,3.68
Up Close and Personal,Drama|Musical|Romance,3.68
Fast Times at Ridgemont High,Comedy|Musical|Romance,3.67
Cinderella,Comedy|Drama|Romance,3.67
"Wedding Singer, The",Comedy|Romance,3.67
Sleepy Hollow,Drama|Romance,3.66
Nick and Norah's Infinite Playlist,Action|Romance|Western,3.65
Everyone Says I Love You,Drama|Romance|Sci-Fi,3.65
Four Weddings and a Funeral,Comedy|Drama|Romance,3.64
Rob Roy,Comedy|Romance,3.64
Moonstruck,Drama|Romance,3.64
Match Point,Action|Romance|Thriller,3.64
Notting Hill,Adventure|Drama|Romance,3.64
Tootsie,Action|Comedy|Romance,3.64
Pretty Woman,Comedy|Romance,3.63
Benny & Joon,Drama|Romance,3.62
Girl with a Pearl Earring,Comedy|Drama|Romance,3.62
Cold Mountain,Drama|Romance,3.62
Dirty Dancing,Comedy|Drama|Romance,3.62
"Naked Gun: From the Files of Police Squad!, The",Animation|Children|Fantasy|Musical|Romance,3.62
"Walk in the Clouds, A",Comedy|Romance,3.61
Romancing the Stone,Fantasy|Horror|Mystery|Romance,3.61
Monster's Ball,Comedy|Drama|Romance,3.6
Titanic,Comedy|Musical|Romance,3.6
Mallrats,Comedy|Romance,3.6
Spanglish,Action|Drama|Romance|War,3.59
American Pie,Comedy|Romance,3.59
"Little Mermaid, The",Mystery|Romance|Sci-Fi|Thriller,3.59
Sleepless in Seattle,Crime|Drama|Romance,3.59
While You Were Sleeping,Comedy|Romance,3.59
"Knight's Tale, A",Comedy|Romance,3.59
City of Angels,Comedy|Romance,3.59
"Terminal, The",Comedy|Romance,3.58
Lady and the Tramp,Drama|Romance,3.58
French Kiss,Drama|Romance|War,3.58
Bend It Like Beckham,Drama|Musical|Romance,3.57
I.Q.,Action|Comedy|Crime|Romance,3.57
Bruce Almighty,Action|Adventure|Comedy|Romance|Thriller,3.57
Focus,Drama|Romance,3.57
"Holiday, The",Action|Adventure|Comedy|Romance,3.56
Mighty Aphrodite,Drama|Romance,3.56
Trainwreck,Drama|Romance,3.56
L.A. Story,Comedy|Romance,3.56
Mr. & Mrs. Smith,Comedy|Drama|Romance,3.55
Sabrina,Comedy|Romance,3.55
"Truth About Cats & Dogs, The",Animation|Children|Comedy|Musical|Romance,3.55
How to Lose a Guy in 10 Days,Comedy|Drama|Romance,3.55
Lost Highway,Fantasy|Horror|Romance|Thriller,3.55
Two Weeks Notice,Comedy|Romance,3.54
Can't Hardly Wait,Action|Comedy|Romance,3.54
Legends of the Fall,Drama|Fantasy|Romance,3.53
Broadcast News,Comedy|Drama|Romance,3.53
Top Gun,Animation|Children|Comedy|Romance,3.53
27 Dresses,Action|Comedy|Romance,3.53
"Wedding Date, The",Comedy|Drama|Romance,3.52
Roxanne,Comedy|Romance,3.51
"Hunchback of Notre Dame, The",Comedy|Drama|Fantasy|Romance,3.51
Great Expectations,Comedy|Drama|Fantasy|Romance|Thriller,3.51
My Big Fat Greek Wedding,Comedy|Crime|Drama|Romance,3.5
Phenomenon,Drama|Romance|Thriller,3.5
Buffalo '66,Comedy|Romance,3.5
Hitch,Comedy|Drama|Romance,3.5
Kate & Leopold,Comedy|Romance,3.5
Legally Blonde,Comedy|Romance,3.5
Some Kind of Wonderful,Action|Adventure|Comedy|Romance,3.49
Loser,Comedy|Romance|Thriller,3.49
"Girl Next Door, The",Comedy|Romance,3.48
Music and Lyrics,Comedy|Romance,3.48
Ladyhawke,Crime|Drama|Mystery|Romance|Thriller,3.48
St. Elmo's Fire,Comedy|Romance,3.48
13 Going on 30,Action|Adventure|Romance|Thriller,3.47
Clueless,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,3.47
Far and Away,Comedy|Romance,3.47
Serendipity,Comedy|Drama|Romance,3.47
"Englishman Who Went Up a Hill But Came Down a Mountain, The",Drama|Romance|War|Western,3.46
Forget Paris,Comedy|Drama|Romance,3.46
What Women Want,Action|Romance,3.46
Intolerable Cruelty,Comedy|Romance,3.45
Grumpier Old Men,Comedy|Romance,3.45
Blades of Glory,Comedy|Romance,3.45
"Bridges of Madison County, The",Animation|Children|Drama|Musical|Romance,3.45
Friends with Benefits,Drama|Romance,3.45
"Three Musketeers, The",Comedy|Romance,3.45
Bulworth,Romance|Sci-Fi|Thriller,3.43
Fools Rush In,Drama|Romance,3.43
Hot Shots!,Comedy|Crime|Drama|Romance|Thriller,3.42
"Phantom of the Opera, The",Drama|Romance,3.42
Pretty in Pink,Comedy|Romance,3.42
Grease,Comedy|Romance,3.41
"Mask of Zorro, The",Comedy|Romance,3.41
Working Girl,Action|Adventure|Romance|Thriller,3.4
Marie Antoinette,Drama|Romance,3.4
Rent,Comedy|Romance,3.4
You've Got Mail,Comedy|Romance,3.4
Star Trek: Insurrection,Comedy|Romance,3.4
My Girl,Adventure|Fantasy|Romance,3.39
Scrooged,Drama|Romance,3.38
Along Came Polly,Comedy|Fantasy|Romance,3.38
Mamma Mia!,Comedy|Romance,3.37
40 Days and 40 Nights,Adventure|Drama|Romance,3.36
Singles,Comedy|Romance,3.36
Medicine Man,Comedy|Romance,3.36
All Dogs Go to Heaven 2,Comedy|Romance,3.36
Milk Money,Comedy|Romance,3.35
Splash,Comedy|Romance,3.35
P.S. I Love You,Comedy|Romance,3.35
"Legend of Bagger Vance, The",Comedy|Romance,3.35
"Princess Diaries, The",Drama|Romance,3.35
Click,Comedy|Romance,3.35
"Parent Trap, The",Action|Adventure|Comedy|Romance,3.34
Shallow Hal,Comedy|Drama|Romance,3.33
Tin Cup,Action|Romance|Sci-Fi|Thriller,3.33
Pocahontas,Comedy|Drama|Romance,3.33
Meet Joe Black,Action|Comedy|Romance|War,3.33
"Corrina, Corrina",Drama|Musical|Romance,3.33
Starman,Comedy|Drama|Romance,3.33
Legend,Comedy|Musical|Romance,3.32
Aladdin and the King of Thieves,Action|Comedy|Romance,3.32
First Knight,Comedy|Drama|Romance,3.32
"Family Man, The",Drama|Romance,3.31
Blast from the Past,Drama|Horror|Romance|Thriller,3.31
Divergent,Drama|Musical|Romance,3.3
Sweet Home Alabama,Comedy|Romance,3.3
No Strings Attached,Action|Drama|Romance|Sci-Fi,3.3
Things to Do in Denver When You're Dead,Comedy|Drama|Romance,3.3
Something to Talk About,Comedy|Fantasy|Romance,3.29
"Lake House, The",Comedy|Romance,3.29
Bridget Jones: The Edge of Reason,Comedy|Musical|Romance,3.29
"Sweetest Thing, The",Comedy|Romance,3.28
Vicky Cristina Barcelona,Comedy|Drama|Romance,3.27
It Could Happen to You,Adventure|Romance,3.27
Julie & Julia,Adventure|Animation|Children|Fantasy|Musical|Romance,3.27
"Opposite of Sex, The",Comedy|Romance,3.27
Pearl Harbor,Comedy|Fantasy|Romance,3.27
Mickey Blue Eyes,Comedy|Drama|Romance,3.27
How to Make an American Quilt,Drama|Romance,3.27
"Goofy Movie, A",Children|Comedy|Romance,3.26
Never Been Kissed,Adventure|Comedy|Drama|Fantasy|Romance,3.26
One Fine Day,Children|Comedy|Romance,3.26
Down with Love,Comedy|Fantasy|Romance,3.26
Cocktail,Comedy|Drama|Romance,3.26
"Wedding Planner, The",Animation|Children|Drama|Musical|Romance,3.26
Prince of Persia: The Sands of Time,Romance,3.25
Cutthroat Island,Comedy|Drama|Romance,3.24
Save the Last Dance,Adventure|Drama|Romance|Sci-Fi,3.23
Mr. Deeds,Adventure|Fantasy|Romance,3.23
Saving Silverman,Animation|Children|Comedy|Fantasy|Musical|Romance,3.23
She's All That,Action|Drama|Romance,3.22
"Cutting Edge, The",Comedy|Drama|Romance,3.22
He's Just Not That Into You,Action|Crime|Romance|Thriller,3.22
Flashdance,Comedy|Romance,3.22
Sommersby,Adventure|Romance|Sci-Fi|IMAX,3.22
Mona Lisa Smile,Comedy|Romance,3.21
Nine Months,Comedy|Romance,3.21
Runaway Bride,Crime|Drama|Romance,3.21
Six Days Seven Nights,Comedy|Drama|Romance,3.2
Coyote Ugly,Drama|Fantasy|Romance,3.2
Forever Young,Action|Romance|Sci-Fi|Thriller,3.2
This Means War,Comedy|Drama|Romance,3.2
"Jewel of the Nile, The",Comedy|Romance,3.2
Maid in Manhattan,Comedy|Drama|Romance,3.19
Bicentennial Man,Comedy|Drama|Romance,3.18
Son in Law,Comedy|Drama|Romance,3.17
Days of Thunder,Comedy|Drama|Romance,3.17
America's Sweethearts,Action|Drama|Romance|War,3.16
"Break-Up, The",Comedy|Romance,3.13
Sex and the City,Drama|Romance,3.13
Reality Bites,Animation|Children|Comedy|Romance,3.12
"Nutty Professor, The",Comedy|Romance,3.11
Arthur,Drama|Romance,3.1
Addicted to Love,Comedy|Romance,3.1
Ice Age: Dawn of the Dinosaurs,Drama|Romance,3.09
Boomerang,Comedy|Romance,3.09
European Vacation,Action|Drama|Romance|Thriller,3.08
Desperately Seeking Susan,Action|Adventure|Fantasy|Romance|IMAX,3.08
9 1/2 Weeks,Action|Adventure|Romance,3.08
Michael,Drama|Mystery|Romance|Thriller,3.07
"Bachelor, The",Drama|Romance,3.06
"Kid in King Arthur's Court, A",Comedy|Romance,3.05
Down to Earth,Comedy|Romance,3.0
Look Who's Talking,Comedy|Romance,3.0
Autumn in New York,Comedy|Drama|Romance,3.0
Bewitched,Crime|Drama|Mystery|Romance|Thriller,3.0
Joe Dirt,Comedy|Drama|Romance,3.0
"Blue Lagoon, The",Drama|Romance,3.0
"Next Karate Kid, The",Drama|Romance|Thriller,3.0
Heartbreakers,Drama|Mystery|Romance,3.0
Grease 2,Drama|Romance,3.0
"Shawshank Redemption, The",Comedy|Romance,2.98
"Dark Knight, The",Comedy|Romance,2.95
Double Indemnity,Adventure|Comedy|Romance,2.94
Goodfellas,Comedy|Drama|Romance,2.93
"Godfather, The",Drama|Romance|Sci-Fi,2.93
American History X,Action|Comedy|Romance,2.91
"Godfather: Part II, The",Action|Adventure|Comedy|Romance,2.9
On the Waterfront,Comedy|Romance,2.89
"Green Mile, The",Adventure|Romance|Thriller,2.88
"Big Sleep, The",Action|Adventure|Comedy|Romance|Thriller,2.88
Fantastic Mr. Fox,Drama|Romance|Sci-Fi,2.87
Office Space,Comedy|Drama|Romance,2.86
3:10 to Yuma,Action|Drama|Romance,2.84
Enter the Dragon,Comedy|Romance,2.83
Hot Fuzz,Comedy|Drama|Romance,2.82
Trainspotting,Comedy|Romance,2.82
Drugstore Cowboy,Comedy|Drama|Romance,2.81
"Assassination of Jesse James by the Coward Robert Ford, The",Comedy|Fantasy|Romance|Sci-Fi,2.81
Scarface,Comedy|Romance,2.8
Bonnie and Clyde,Comedy|Romance,2.8
Capote,Action|Adventure|Animation|Children|Comedy|Romance,2.79
Rashomon,Comedy|Romance,2.75
Brick,Adventure|Comedy|Romance,2.73
Psycho,Comedy|Drama|Romance,2.71
Ghost Dog: The Way of the Samurai,Drama|Romance,2.7
Blood Simple,Comedy|Drama|Fantasy|Romance,2.7
"Dark Knight Rises, The",Comedy|Romance,2.64
Some Like It Hot,Adventure|Children|Comedy|Fantasy|Romance,2.6
Wallace & Gromit: The Wrong Trousers,Action|Comedy|Romance|Thriller,2.6
Run Lola Run,Fantasy|Romance|Thriller|IMAX,2.6
Gran Torino,Drama|Fantasy|Romance|Thriller,2.59
Catch Me If You Can,Drama|Mystery|Romance|Thriller,2.58
Once Upon a Time in America,Comedy|Fantasy|Romance,2.58
Kingsman: The Secret Service,Comedy|Romance,2.56
Casino,Drama|Romance,2.55
"Big Lebowski, The",Comedy|Fantasy|Romance,2.54
Hate,Adventure|Comedy|Mystery|Romance,2.52
"Sting, The",Adventure|Drama|Romance,2.5
"Blind Swordsman: Zatoichi, The",Action|Children|Romance,2.4
No Country for Old Men,Comedy|Horror|Romance|Thriller,2.4
"400 Blows, The",Comedy|Crime|Romance,2.3
Lucky Number Slevin,Comedy|Musical|Romance,2.26
Dog Day Afternoon,Action|Romance|Thriller,1.68
Batman Begins,Crime|Drama,4.53
Once Were Warriors,Action|Crime|Drama|Thriller,4.51
Papillon,Action|Crime|Drama|Thriller,4.5
Crimes and Misdemeanors,Crime|Drama|Thriller,4.47
"Untouchables, The",Action|Crime|Drama|Thriller,4.44
"Wolf of Wall Street, The",Action|Crime|Drama|IMAX,4.43
Go,Crime|Drama|Film-Noir,4.41
"Good Night, and Good Luck.",Crime|Film-Noir|Thriller,4.41
21 Jump Street,Crime|Drama|Film-Noir|Thriller,4.4
"Fish Called Wanda, A",Crime|Drama,4.4
Croupier,Crime|Drama,4.4
Heavenly Creatures,Crime|Drama|Thriller,4.39
25th Hour,Crime|Drama,4.39
RocknRolla,Crime|Film-Noir|Mystery|Thriller,4.37
"Player, The",Crime|Mystery|Thriller,4.37
Blow,Comedy|Crime|Drama|Thriller,4.37
We're the Millers,Crime|Drama,4.37
"O Brother, Where Art Thou?",Crime|Drama|Film-Noir|Thriller,4.35
Chicago,Crime|Drama,4.33
Matchstick Men,Comedy|Crime|Thriller,4.33
Boyz N the Hood,Crime|Drama,4.31
Crash,Crime|Mystery|Thriller,4.31
Despicable Me,Comedy|Crime|Drama|Thriller,4.3
Mystic River,Action|Adventure|Crime|Drama|Thriller,4.29
