title,genres,weightedAverage
"Animatrix, The",Action|Animation|Drama|Sci-Fi,4.0
Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,3.98
2001: A Space Odyssey,Adventure|Drama|Sci-Fi,3.98
Captain America: The Winter Soldier,Action|Adventure|Sci-Fi|IMAX,3.97
Ant-Man,Action|Adventure|Sci-Fi,3.96
Mad Max: Fury Road,Action|Adventure|Sci-Fi|Thriller,3.96
Battlestar Galactica,Drama|Sci-Fi|War,3.95
Primer,Drama|Sci-Fi,3.94
Idiocracy,Adventure|Comedy|Sci-Fi|Thriller,3.94
Forbidden Planet,Drama|Sci-Fi,3.92
Contagion,Sci-Fi|Thriller|IMAX,3.92
"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,3.92
Black Panther,Action|Adventure|Sci-Fi,3.91
"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,3.91
Doctor Strange,Action|Adventure|Sci-Fi,3.91
X2: X-Men United,Action|Adventure|Sci-Fi|Thriller,3.91
Source Code,Action|Drama|Mystery|Sci-Fi|Thriller,3.91
Ghostbusters,Action|Comedy|Sci-Fi,3.9
Open Your Eyes,Drama|Romance|Sci-Fi|Thriller,3.9
The Hunger Games: Mockingjay - Part 2,Adventure|Sci-Fi,3.9
Star Trek Into Darkness,Action|Adventure|Sci-Fi|IMAX,3.89
E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,3.89
Cloud Atlas,Drama|Sci-Fi|IMAX,3.89
The Hunger Games: Catching Fire,Action|Adventure|Sci-Fi|IMAX,3.88
The Butterfly Effect,Drama|Sci-Fi|Thriller,3.87
Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,3.87
Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,3.87
Bill & Ted's Excellent Adventure,Adventure|Comedy|Sci-Fi,3.87
Pacific Rim,Action|Adventure|Sci-Fi|IMAX,3.86
Dredd,Action|Sci-Fi,3.86
28 Weeks Later,Horror|Sci-Fi|Thriller,3.86
Super 8,Mystery|Sci-Fi|Thriller|IMAX,3.86
X-Men,Action|Adventure|Sci-Fi,3.86
Sleeper,Comedy|Sci-Fi,3.86
9,Adventure|Animation|Sci-Fi,3.86
Megamind,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
Invasion of the Body Snatchers,Horror|Sci-Fi|Thriller,3.85
"Avengers, The",Action|Adventure|Sci-Fi|IMAX,3.85
Akira,Action|Adventure|Animation|Sci-Fi,3.85
Looper,Action|Crime|Sci-Fi,3.84
Time Bandits,Adventure|Comedy|Fantasy|Sci-Fi,3.83
Jurassic Park,Action|Adventure|Sci-Fi|Thriller,3.83
Night of the Living Dead,Horror|Sci-Fi|Thriller,3.82
Contact,Drama|Sci-Fi,3.82
Captain America: Civil War,Action|Sci-Fi|Thriller,3.82
Minority Report,Action|Crime|Mystery|Sci-Fi|Thriller,3.82
"Scanner Darkly, A",Animation|Drama|Mystery|Sci-Fi|Thriller,3.82
Star Trek Beyond,Action|Adventure|Sci-Fi,3.8
Sunshine,Adventure|Drama|Sci-Fi|Thriller,3.79
1984,Drama|Sci-Fi,3.79
Gravity,Action|Sci-Fi|IMAX,3.78
Total Recall,Action|Adventure|Sci-Fi|Thriller,3.76
Avatar,Action|Adventure|Sci-Fi|IMAX,3.76
Iron Man 3,Action|Sci-Fi|Thriller|IMAX,3.75
Captain America: The First Avenger,Action|Adventure|Sci-Fi|Thriller|War,3.75
"I, Robot",Action|Adventure|Sci-Fi|Thriller,3.74
Spider-Man,Action|Adventure|Sci-Fi|Thriller,3.73
Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi,3.73
Pitch Black,Horror|Sci-Fi|Thriller,3.72
I Am Legend,Action|Horror|Sci-Fi|Thriller|IMAX,3.71
In Time,Crime|Sci-Fi|Thriller,3.71
2010: The Year We Make Contact,Sci-Fi,3.71
Superman,Action|Adventure|Sci-Fi,3.7
Iron Man 2,Action|Adventure|Sci-Fi|Thriller|IMAX,3.7
Predators,Action|Sci-Fi|Thriller,3.7
Final Fantasy VII: Advent Children,Action|Adventure|Animation|Fantasy|Sci-Fi,3.7
Re-Animator,Comedy|Horror|Sci-Fi,3.7
Galaxy Quest,Adventure|Comedy|Sci-Fi,3.69
Ender's Game,Action|Adventure|Sci-Fi|IMAX,3.69
Predator,Action|Sci-Fi|Thriller,3.69
Unbreakable,Drama|Sci-Fi,3.68
Avengers: Age of Ultron,Action|Adventure|Sci-Fi,3.67
The Hunger Games,Action|Adventure|Drama|Sci-Fi|Thriller,3.67
Snowpiercer,Action|Drama|Sci-Fi,3.67
Rise of the Planet of the Apes,Action|Drama|Sci-Fi|Thriller,3.67
Mad Max,Action|Adventure|Sci-Fi,3.66
Solaris,Drama|Romance|Sci-Fi,3.65
Back to the Future Part II,Adventure|Comedy|Sci-Fi,3.64
Men in Black,Action|Comedy|Sci-Fi,3.64
K-PAX,Drama|Fantasy|Mystery|Sci-Fi,3.64
Spaceballs,Comedy|Sci-Fi,3.63
Dune,Adventure|Sci-Fi,3.62
Elysium,Action|Drama|Sci-Fi|IMAX,3.62
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",Adventure|Comedy|Sci-Fi,3.62
Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,3.61
"World's End, The",Action|Comedy|Sci-Fi,3.61
Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,3.61
"Abyss, The",Action|Adventure|Sci-Fi|Thriller,3.61
"Island, The",Action|Sci-Fi|Thriller,3.61
Dawn of the Planet of the Apes,Sci-Fi,3.6
Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Sci-Fi,3.59
Vanilla Sky,Mystery|Romance|Sci-Fi|Thriller,3.59
Grindhouse,Action|Crime|Horror|Sci-Fi|Thriller,3.59
Independence Day,Action|Adventure|Sci-Fi|Thriller,3.59
"Hitchhiker's Guide to the Galaxy, The",Adventure|Comedy|Sci-Fi,3.59
Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,3.58
X-Men: The Last Stand,Action|Sci-Fi|Thriller,3.58
Final Fantasy: The Spirits Within,Adventure|Animation|Fantasy|Sci-Fi,3.58
"Mist, The",Horror|Sci-Fi,3.57
Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,3.56
"Wolverine, The",Action|Adventure|Fantasy|Sci-Fi,3.56
Tremors,Comedy|Horror|Sci-Fi,3.56
Transformers,Action|Sci-Fi|Thriller|IMAX,3.56
"X-Files: Fight the Future, The",Action|Crime|Mystery|Sci-Fi|Thriller,3.55
Déjà Vu,Action|Sci-Fi|Thriller,3.55
Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,3.55
"Matrix Reloaded, The",Action|Adventure|Sci-Fi|Thriller|IMAX,3.55
A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,3.54
Hot Tub Time Machine,Comedy|Sci-Fi,3.53
Soylent Green,Drama|Mystery|Sci-Fi|Thriller,3.53
"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,3.53
Repo Man,Comedy|Sci-Fi,3.52
Cube,Horror|Mystery|Sci-Fi|Thriller,3.52
"Chronicles of Riddick, The",Action|Sci-Fi|Thriller,3.52
Prometheus,Action|Horror|Sci-Fi|IMAX,3.52
Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,3.52
Escape from New York,Action|Adventure|Sci-Fi|Thriller,3.51
Oblivion,Action|Adventure|Sci-Fi|IMAX,3.5
Men in Black III,Action|Comedy|Sci-Fi|IMAX,3.5
Terminator Salvation,Action|Adventure|Sci-Fi|Thriller,3.5
"Amazing Spider-Man, The",Action|Adventure|Sci-Fi|IMAX,3.5
RoboCop,Action|Crime|Drama|Sci-Fi|Thriller,3.5
Man of Steel,Action|Adventure|Fantasy|Sci-Fi|IMAX,3.5
Outbreak,Action|Drama|Sci-Fi|Thriller,3.49
WarGames,Drama|Sci-Fi|Thriller,3.48
Cloverfield,Action|Mystery|Sci-Fi|Thriller,3.48
Jurassic World,Action|Adventure|Drama|Sci-Fi|Thriller,3.48
"Rocky Horror Picture Show, The",Comedy|Horror|Musical|Sci-Fi,3.48
Screamers,Action|Sci-Fi|Thriller,3.47
Paul,Adventure|Comedy|Sci-Fi,3.47
"Fly, The",Drama|Horror|Sci-Fi|Thriller,3.46
Starship Troopers,Action|Sci-Fi,3.46
Stargate,Action|Adventure|Sci-Fi,3.46
Short Circuit,Comedy|Sci-Fi,3.45
Tron,Action|Adventure|Sci-Fi,3.44
Westworld,Action|Sci-Fi|Thriller|Western,3.44
Star Trek: Generations,Adventure|Drama|Sci-Fi,3.44
"Incredible Hulk, The",Action|Sci-Fi,3.43
"Adjustment Bureau, The",Romance|Sci-Fi|Thriller,3.43
Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,3.43
Star Wars: The Last Jedi,Action|Adventure|Fantasy|Sci-Fi,3.42
Tron: Legacy,Action|Adventure|Sci-Fi|IMAX,3.42
Planet of the Apes,Action|Drama|Sci-Fi,3.41
War of the Worlds,Action|Adventure|Sci-Fi|Thriller,3.4
Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,3.38
Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,3.38
"Matrix Revolutions, The",Action|Adventure|Sci-Fi|Thriller|IMAX,3.38
Cocoon,Comedy|Sci-Fi,3.37
"Running Man, The",Action|Sci-Fi,3.35
Signs,Horror|Sci-Fi|Thriller,3.35
Terminator 3: Rise of the Machines,Action|Adventure|Sci-Fi,3.33
"Rocketeer, The",Action|Adventure|Sci-Fi,3.33
"Saint, The",Action|Romance|Sci-Fi|Thriller,3.33
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Sci-Fi|IMAX,3.32
Superman Returns,Action|Adventure|Sci-Fi|IMAX,3.32
Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.32
Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,3.3
Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,3.3
Spider-Man 3,Action|Adventure|Sci-Fi|Thriller|IMAX,3.3
X-Men: Apocalypse,Action|Adventure|Fantasy|Sci-Fi,3.29
Flight of the Navigator,Adventure|Children|Sci-Fi,3.29
Logan's Run,Action|Adventure|Sci-Fi,3.29
"Day After Tomorrow, The",Action|Adventure|Drama|Sci-Fi|Thriller,3.28
Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,3.28
Alien³,Action|Horror|Sci-Fi|Thriller,3.28
John Carter,Action|Adventure|Sci-Fi|IMAX,3.27
Moonraker,Action|Adventure|Sci-Fi|Thriller,3.27
Weird Science,Comedy|Fantasy|Sci-Fi,3.27
Star Trek: Nemesis,Action|Drama|Sci-Fi|Thriller,3.26
"War of the Worlds, The",Action|Drama|Sci-Fi,3.25
Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25
Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi,3.24
Deep Impact,Drama|Sci-Fi|Thriller,3.23
Starman,Adventure|Drama|Romance|Sci-Fi,3.23
Divergent,Adventure|Romance|Sci-Fi|IMAX,3.22
Mars Attacks!,Action|Comedy|Sci-Fi,3.21
Powder,Drama|Sci-Fi,3.21
Demolition Man,Action|Adventure|Sci-Fi,3.21
Surrogates,Action|Sci-Fi|Thriller,3.21
Armageddon,Action|Romance|Sci-Fi|Thriller,3.2
Resident Evil,Action|Horror|Sci-Fi|Thriller,3.2
"Maze Runner, The",Action|Mystery|Sci-Fi,3.19
Evolution,Comedy|Sci-Fi,3.19
Paycheck,Action|Sci-Fi|Thriller,3.18
"Arrival, The",Action|Sci-Fi|Thriller,3.18
Innerspace,Action|Adventure|Comedy|Sci-Fi,3.17
Alien Nation,Crime|Drama|Sci-Fi|Thriller,3.15
X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,3.15
Bill & Ted's Bogus Journey,Adventure|Comedy|Fantasy|Sci-Fi,3.15
Ghostbusters II,Comedy|Fantasy|Sci-Fi,3.15
Men in Black II,Action|Comedy|Sci-Fi,3.15
Superman II,Action|Sci-Fi,3.14
Next,Action|Sci-Fi|Thriller,3.14
Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,3.12
Star Trek: The Motion Picture,Adventure|Sci-Fi,3.11
Suicide Squad,Action|Crime|Sci-Fi,3.08
"Thirteenth Floor, The",Drama|Sci-Fi|Thriller,3.08
Escape from the Planet of the Apes,Action|Sci-Fi,3.07
Flatliners,Horror|Sci-Fi|Thriller,3.07
Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi,3.07
Aeon Flux,Action|Sci-Fi,3.05
Indiana Jones and the Kingdom of the Crystal Skull,Action|Adventure|Comedy|Sci-Fi,3.05
Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,3.05
Predator 2,Action|Sci-Fi|Thriller,3.05
Event Horizon,Horror|Sci-Fi|Thriller,3.04
Space Cowboys,Action|Adventure|Comedy|Sci-Fi,3.04
Tank Girl,Action|Comedy|Sci-Fi,3.03
Alien: Resurrection,Action|Horror|Sci-Fi,3.02
"One, The",Action|Sci-Fi|Thriller,3.0
AVP: Alien vs. Predator,Action|Horror|Sci-Fi|Thriller,3.0
Lucy,Action|Sci-Fi,3.0
Waterworld,Action|Adventure|Sci-Fi,3.0
Village of the Damned,Horror|Sci-Fi,3.0
"Time Machine, The",Action|Adventure|Sci-Fi,3.0
Congo,Action|Adventure|Mystery|Sci-Fi,2.98
"6th Day, The",Action|Sci-Fi|Thriller,2.95
Jurassic Park III,Action|Adventure|Sci-Fi|Thriller,2.94
Fantastic Four,Action|Adventure|Sci-Fi,2.94
Forever Young,Drama|Romance|Sci-Fi,2.93
Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,2.93
Phantasm,Horror|Sci-Fi,2.93
Deep Blue Sea,Action|Horror|Sci-Fi|Thriller,2.93
Sphere,Sci-Fi|Thriller,2.91
"Dude, Where's My Car?",Comedy|Sci-Fi,2.91
"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.91
Mission to Mars,Sci-Fi,2.9
Sky Captain and the World of Tomorrow,Action|Adventure|Sci-Fi,2.89
Junior,Comedy|Sci-Fi,2.89
"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,2.88
Bicentennial Man,Drama|Romance|Sci-Fi,2.87
"Island of Dr. Moreau, The",Sci-Fi|Thriller,2.85
Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.85
Virtuosity,Action|Sci-Fi|Thriller,2.84
Beneath the Planet of the Apes,Action|Sci-Fi,2.83
"Lawnmower Man, The",Action|Horror|Sci-Fi|Thriller,2.83
Conquest of the Planet of the Apes,Action|Sci-Fi,2.83
The Amazing Spider-Man 2,Action|Sci-Fi|IMAX,2.82
Hulk,Action|Adventure|Sci-Fi,2.82
"League of Extraordinary Gentlemen, The",Action|Fantasy|Sci-Fi,2.81
"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,2.81
Fantastic Four: Rise of the Silver Surfer,Action|Adventure|Sci-Fi,2.8
RoboCop 2,Action|Crime|Sci-Fi|Thriller,2.8
Johnny Mnemonic,Action|Sci-Fi|Thriller,2.79
Spawn,Action|Adventure|Sci-Fi|Thriller,2.77
2012,Action|Drama|Sci-Fi|Thriller,2.76
Species,Horror|Sci-Fi,2.76
Judge Dredd,Action|Crime|Sci-Fi,2.74
Star Trek V: The Final Frontier,Action|Sci-Fi,2.73
Barb Wire,Action|Sci-Fi,2.7
"Faculty, The",Horror|Sci-Fi,2.65
Bulletproof Monk,Action|Adventure|Sci-Fi,2.64
Transformers: Dark of the Moon,Action|Adventure|Sci-Fi|War|IMAX,2.64
Timecop,Action|Sci-Fi|Thriller,2.62
Mimic,Horror|Sci-Fi|Thriller,2.62
Batman v Superman: Dawn of Justice,Action|Adventure|Fantasy|Sci-Fi,2.62
Green Lantern,Action|Adventure|Sci-Fi,2.6
Transformers: Revenge of the Fallen,Action|Adventure|Sci-Fi|IMAX,2.6
Lost in Space,Action|Adventure|Sci-Fi,2.59
Red Planet,Action|Sci-Fi|Thriller,2.54
Coneheads,Comedy|Sci-Fi,2.52
Hollow Man,Horror|Sci-Fi|Thriller,2.49
RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,2.43
Universal Soldier,Action|Sci-Fi,2.41
Superman III,Action|Adventure|Sci-Fi,2.41
"Astronaut's Wife, The",Horror|Sci-Fi|Thriller,2.36
Wild Wild West,Action|Comedy|Sci-Fi|Western,2.34
Godzilla,Action|Sci-Fi|Thriller,2.33
Howard the Duck,Adventure|Comedy|Sci-Fi,2.25
Ultraviolet,Action|Fantasy|Sci-Fi|Thriller,2.23
Doom,Action|Horror|Sci-Fi,2.2
"Honey, I Blew Up the Kid",Children|Comedy|Sci-Fi,2.15
Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.1
Battlefield Earth,Action|Sci-Fi,1.79
Superman IV: The Quest for Peace,Action|Adventure|Sci-Fi,1.75
All Quiet on the Western Front,Action|Drama|War,4.6
"Boondock Saints, The",Action|Crime|Drama|Thriller,4.51
Elite Squad,Action|Crime|Drama|Thriller,4.5
Once Upon a Time in the West,Action|Drama|Western,4.5
Fight Club,Action|Crime|Drama|Thriller,4.44
Logan,Action|Sci-Fi,4.44
"Dark Knight, The",Action|Crime|Drama|IMAX,4.43
"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,4.37
"Boot, Das",Action|Drama|War,4.35
Inglourious Basterds,Action|Drama|War,4.34
Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,4.33
Seven Samurai,Action|Adventure|Drama,4.33
Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,4.33
Apocalypse Now,Action|Drama|War,4.33
"Matrix, The",Action|Sci-Fi|Thriller,4.32
Raiders of the Lost Ark,Action|Adventure,4.32
Yojimbo,Action|Adventure,4.31
Untitled Spider-Man Reboot,Action|Adventure|Fantasy,4.31
For a Few Dollars More,Action|Drama|Thriller|Western,4.3
Zero Dark Thirty,Action|Drama|Thriller,4.29
City of God,Action|Adventure|Crime|Drama|Thriller,4.29
North by Northwest,Action|Adventure|Mystery|Romance|Thriller,4.28
Saving Private Ryan,Action|Drama|War,4.28
"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy,4.28
"Outlaw Josey Wales, The",Action|Adventure|Drama|Thriller|Western,4.28
"Great Escape, The",Action|Adventure|Drama|War,4.28
Kelly's Heroes,Action|Comedy|War,4.27
"Hurt Locker, The",Action|Drama|Thriller|War,4.26
"Good, the Bad and the Ugly, The",Action|Adventure|Western,4.25
Thor: Ragnarok,Action|Adventure|Sci-Fi,4.25
Ong-Bak: The Thai Warrior,Action|Thriller,4.25
Guardians of the Galaxy,Action|Adventure|Sci-Fi,4.25
Laputa: Castle in the Sky,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,4.25
Cowboy Bebop: The Movie,Action|Animation|Sci-Fi|Thriller,4.25
3:10 to Yuma,Action|Crime|Drama|Western,4.24
Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.24
Enter the Dragon,Action|Crime,4.23
Blade Runner,Action|Sci-Fi|Thriller,4.23
"Femme Nikita, La",Action|Crime|Romance|Thriller,4.23
Hot Fuzz,Action|Comedy|Crime|Mystery,4.23
Into the Wild,Action|Adventure|Drama,4.22
28 Days Later,Action|Horror|Sci-Fi,4.21
Edge of Tomorrow,Action|Sci-Fi|IMAX,4.2
Kill Bill: Vol. 1,Action|Crime|Thriller,4.2
"Legend of Drunken Master, The",Action|Comedy,4.19
Scarface,Action|Crime|Drama,4.19
Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.19
Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,4.18
Indiana Jones and the Last Crusade,Action|Adventure,4.18
Battle Royale,Action|Drama|Horror|Thriller,4.17
"Dark Knight Rises, The",Action|Adventure|Crime|IMAX,4.16
Serenity,Action|Adventure|Sci-Fi,4.16
Hero,Action|Adventure|Drama,4.16
Casino Royale,Action|Adventure|Thriller,4.16
Run Lola Run,Action|Crime,4.15
Avengers: Infinity War - Part I,Action|Adventure|Sci-Fi,4.15
Evil Dead II,Action|Comedy|Fantasy|Horror,4.15
Star Wars: Episode VII - The Force Awakens,Action|Adventure|Fantasy|Sci-Fi|IMAX,4.15
Django Unchained,Action|Drama|Western,4.14
Braveheart,Action|Drama|War,4.14
Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller,4.14
Léon: The Professional,Action|Crime|Drama|Thriller,4.14
"Last Samurai, The",Action|Adventure|Drama|War,4.13
Harry Potter and the Deathly Hallows: Part 2,Action|Adventure|Drama|Fantasy|Mystery|IMAX,4.12
"Road Warrior, The",Action|Adventure|Sci-Fi|Thriller,4.12
Kingsman: The Secret Service,Action|Adventure|Comedy|Crime,4.11
Henry V,Action|Drama|Romance|War,4.11
Dawn of the Dead,Action|Drama|Horror,4.11
Harry Potter and the Deathly Hallows: Part 1,Action|Adventure|Fantasy|IMAX,4.11
V for Vendetta,Action|Sci-Fi|Thriller|IMAX,4.1
Predestination,Action|Mystery|Sci-Fi|Thriller,4.1
Jaws,Action|Horror,4.1
Empire of the Sun,Action|Adventure|Drama|War,4.1
"Fistful of Dollars, A",Action|Western,4.1
Ip Man,Action|Drama|War,4.1
Aliens,Action|Adventure|Horror|Sci-Fi,4.1
Drunken Master,Action|Comedy,4.1
"Killer, The",Action|Crime|Drama|Thriller,4.09
Sherlock Holmes,Action|Crime|Mystery|Thriller,4.09
Ben-Hur,Action|Adventure|Drama,4.09
"Longest Day, The",Action|Drama|War,4.09
Equilibrium,Action|Sci-Fi|Thriller,4.09
Gladiator,Action|Adventure|Drama,4.09
Princess Mononoke,Action|Adventure|Animation|Drama|Fantasy,4.08
"Blind Swordsman: Zatoichi, The",Action|Comedy|Crime|Drama,4.08
Terminator 2: Judgment Day,Action|Sci-Fi,4.08
Rogue One: A Star Wars Story,Action|Adventure|Fantasy|Sci-Fi,4.07
Brotherhood of the Wolf,Action|Mystery|Thriller,4.07
X-Men: Days of Future Past,Action|Adventure|Sci-Fi,4.07
Guardians of the Galaxy 2,Action|Adventure|Sci-Fi,4.07
Batman Begins,Action|Crime|IMAX,4.07
How to Train Your Dragon 2,Action|Adventure|Animation,4.07
Zombieland,Action|Comedy|Horror,4.06
"Untouchables, The",Action|Crime|Drama,4.06
The Lego Movie,Action|Adventure|Animation|Children|Comedy|Fantasy,4.06
Hellboy II: The Golden Army,Action|Adventure|Fantasy|Sci-Fi,4.06
Zootopia,Action|Adventure|Animation|Children|Comedy,4.06
Shaolin Soccer,Action|Comedy,4.06
Sin City,Action|Crime|Film-Noir|Mystery|Thriller,4.06
Kill Bill: Vol. 2,Action|Drama|Thriller,4.05
Big Hero 6,Action|Animation|Comedy,4.05
"Professional, The",Action|Drama|Thriller,4.05
eXistenZ,Action|Sci-Fi|Thriller,4.05
Munich,Action|Crime|Drama|Thriller,4.05
X-Men: First Class,Action|Adventure|Sci-Fi|Thriller|War,4.05
Iron Man,Action|Adventure|Sci-Fi,4.04
"Incredibles, The",Action|Adventure|Animation|Children|Comedy,4.04
21 Jump Street,Action|Comedy|Crime,4.04
Shooter,Action|Drama|Thriller,4.04
"Crouching Tiger, Hidden Dragon",Action|Drama|Romance,4.04
"French Connection, The",Action|Crime|Thriller,4.03
The Count of Monte Cristo,Action|Adventure|Drama|Thriller,4.03
"Dirty Dozen, The",Action|Drama|War,4.03
Star Trek,Action|Adventure|Sci-Fi|IMAX,4.03
Spider-Man 2,Action|Adventure|Sci-Fi|IMAX,4.03
Butch Cassidy and the Sundance Kid,Action|Western,4.03
Deadpool,Action|Adventure|Comedy|Sci-Fi,4.02
"Terminator, The",Action|Sci-Fi|Thriller,4.02
Skyfall,Action|Adventure|Thriller|IMAX,4.02
Heat,Action|Crime|Thriller,4.02
"Bourne Identity, The",Action|Mystery|Thriller,4.01
White Squall,Action|Adventure|Drama,4.0
"Thing, The",Action|Horror|Sci-Fi|Thriller,4.0
Deadpool 2,Action|Comedy|Sci-Fi,4.0
Rush,Action|Drama,4.0
You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,4.0
"Hunt for Red October, The",Action|Adventure|Thriller,4.0
Planet Terror,Action|Horror|Sci-Fi,4.0
American Sniper,Action|War,4.0
Ninja Scroll,Action|Adventure|Animation|Fantasy,4.0
John Wick,Action|Thriller,4.0
Body of Lies,Action|Drama|Thriller,4.0
Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,4.0
Sherlock Holmes: A Game of Shadows,Action|Adventure|Comedy|Crime|Mystery|Thriller,4.0
Sherlock: The Abominable Bride,Action|Crime|Drama|Mystery|Thriller,4.0
"Animatrix, The",Action|Animation|Drama|Sci-Fi,4.0
RocknRolla,Action|Crime,4.0
Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,3.98
"Bourne Supremacy, The",Action|Crime|Thriller,3.97
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Comedy|Fantasy,3.97
Captain America: The Winter Soldier,Action|Adventure|Sci-Fi|IMAX,3.97
Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War,3.96
Mad Max: Fury Road,Action|Adventure|Sci-Fi|Thriller,3.96
Ant-Man,Action|Adventure|Sci-Fi,3.96
Black Hawk Down,Action|Drama|War,3.96
Dirty Harry,Action|Crime|Thriller,3.95
Die Hard,Action|Crime|Thriller,3.95
Collateral,Action|Crime|Drama|Thriller,3.95
Goldfinger,Action|Adventure|Thriller,3.94
"Blues Brothers, The",Action|Comedy|Musical,3.93
"Last of the Mohicans, The",Action|Romance|War|Western,3.92
Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,3.92
Fury,Action|Drama|War,3.92
Source Code,Action|Drama|Mystery|Sci-Fi|Thriller,3.91
"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,3.91
X2: X-Men United,Action|Adventure|Sci-Fi|Thriller,3.91
Lord of War,Action|Crime|Drama|Thriller|War,3.91
Doctor Strange,Action|Adventure|Sci-Fi,3.91
Black Panther,Action|Adventure|Sci-Fi,3.91
300,Action|Fantasy|War|IMAX,3.91
Kick-Ass,Action|Comedy,3.91
Tombstone,Action|Drama|Western,3.91
Ghostbusters,Action|Comedy|Sci-Fi,3.9
Highlander,Action|Adventure|Fantasy,3.9
Star Trek Into Darkness,Action|Adventure|Sci-Fi|IMAX,3.89
"Bourne Ultimatum, The",Action|Crime|Thriller,3.89
The Hunger Games: Catching Fire,Action|Adventure|Sci-Fi|IMAX,3.88
"Italian Job, The",Action|Crime,3.88
Rango,Action|Adventure|Animation|Children|Comedy|Western,3.88
Spy,Action|Comedy|Crime,3.88
Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,3.87
X-Men,Action|Adventure|Sci-Fi,3.86
Taken,Action|Crime|Drama|Thriller,3.86
Scott Pilgrim vs. the World,Action|Comedy|Fantasy|Musical|Romance,3.86
Pacific Rim,Action|Adventure|Sci-Fi|IMAX,3.86
Dredd,Action|Sci-Fi,3.86
Akira,Action|Adventure|Animation|Sci-Fi,3.85
"Avengers, The",Action|Adventure|Sci-Fi|IMAX,3.85
Megamind,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
"Bank Job, The",Action|Crime|Thriller,3.85
Three Kings,Action|Adventure|Comedy|Drama|War,3.84
Pineapple Express,Action|Comedy|Crime,3.84
22 Jump Street,Action|Comedy|Crime,3.84
Looper,Action|Crime|Sci-Fi,3.84
Live and Let Die,Action|Adventure|Thriller,3.83
